empresa;nome;endereco;bairro;cidade;estado;cep;latitude;longitude;data_extracao
cobasi;pet shop cobasi uberaba;av. santos dumont;;uberaba;MG;38050-590;;;08/10/2025
cobasi;pet shop cobasi uberlandia;av rondon pacheco;;uberlandia;MG;38400-242;;;08/10/2025
cobasi;pet shop cobasi valinhos;rua luiz spiandorelli neto;;valinhos;SP;13271-570;;;08/10/2025
cobasi;pet shop cobasi via parque shopping;avenida ayrton senna;;rio de janeiro;RJ;22775-904;;;08/10/2025
cobasi;pet shop cobasi viamao;rodovia tapir rocha;;viamao;RS;94440-000;;;08/10/2025
cobasi;pet shop cobasi vila velha;shopping vila velha – av. luciano das neves;;vila velha;ES;29107-900;;;08/10/2025
cobasi;pet shop cobasi villa lobos;rua manoel velasco;;sao paulo;SP;05319-010;;;08/10/2025
cobasi;pet shop cobasi vinhedo;estrada da boiada;;vinhedo;SP;13289-020;;;08/10/2025
cobasi;pet shop cobasi varzea grande;avenida presidente arthur bernardes;;varzea grande;MT;78125-100;;;08/10/2025
cobasi;pet shop cobasi agua branca;avenida francisco matarazzo;;sao paulo;SP;05001-000;;;08/10/2025
cobasi;pet shop cobasi aguas claras;avenida sibipiruna;;brasilia;DF;71928-720;;;08/10/2025
cobasi;pet shop mundo pet cobasi aldeota;av. senador virgilio tavora;;fortaleza;CE;60170-078;;;08/10/2025
cobasi;pet shop mundo pet cobasi batista campos;travessa sao pedro;;belem;PA;66023-570;;;08/10/2025
cobasi;pet shop mundo pet cobasi brasilia aguas claras;rua 35 norte;;brasilia;DF;71919-000;;;08/10/2025
cobasi;pet shop mundo pet cobasi eusebio;av. eusebio de queiroz;;eusebio;CE;61765-070;;;08/10/2025
cobasi;pet shop mundo pet cobasi fortaleza washington soares;avenida washington soares;;fortaleza;CE;60810-350;;;08/10/2025
cobasi;pet shop mundo pet cobasi goiania oeste;avenida assis chateaubriand;;goiania;GO;74140-020;;;08/10/2025
cobasi;pet shop mundo pet cobasi manaira shopping;av. governador flavio ribeiro coutinho;;cabedelo;PB;58102-835;;;08/10/2025
cobasi;pet shop mundo pet cobasi salvador graca;av. euclydes da cunha;;salvador;BA;40150-120;;;08/10/2025
cobasi;pet shop mundo pet cobasi salvador shopping;avenida tancredo neves;;salvador;BA;41820-910;;;08/10/2025
cobasi;pet shop mundo pet cobasi tirol natal;av. prudente de morais;;natal;RN;59020-510;;;08/10/2025
cobasi;pet&facil washington luis;av. washington luis;;sao paulo;SP;04627-002;;;08/10/2025
petland;petland lins;rua dom bosco;vila alta;lins;SP;16400-505;;;08/10/2025
petland;petland vila gumercindo;rua tupanaci;vila gumercindo;sao paulo;SP;04131-020;;;08/10/2025
petland;petland textil;;;sao paulo;SP;03422-001;;;08/10/2025
petland;petland menino deus;avenida getulio vargas;menino deus;porto alegre;RS;90150-002;;;08/10/2025
petland;petland arvoredo;avenida princesa isabel;parque recreio;contagem;MG;32110-000;;;08/10/2025
petland;petland lajeado;avenida benjamin constant;centro;lajeado;RS;95900-056;;;08/10/2025
petland;petland ipiranga;rua bom pastor;ipiranga;sao paulo;SP;04203-052;;;08/10/2025
petland;petland chacara santo antonio;rua cancioneiro popular;santo amaro;sao paulo;SP;04710-000;;;08/10/2025
petland;petland limeira;rua sete de setembro;centro;limeira;SP;13480-150;;;08/10/2025
petland;petland vila mascote;avenida mascote;vila mascote;sao paulo;SP;04363-000;;;08/10/2025
petland;petland tude bastos;avenida irmaos adorno;sitio do campo;praia grande;SP;11725-320;;;08/10/2025
petland;petland aracatuba;rua sarjob mendes;icaray;aracatuba;SP;16020-360;;;08/10/2025
petland;petland grageru;avenida ministro geraldo barreto sobral;grageru;aracaju;SE;49027-255;;;08/10/2025
petland;petland alianca;rua bom pastor;ipiranga;sao paulo;SP;04203-052;;;08/10/2025
petland;petland outlet premium imigrantes;estrada da cama patente;alvarenga;sao bernardo do campo;SP;09842-100;;;08/10/2025
petland;petland vila a;avenida engenheiro hildemar leite franca;vila residencial a;foz do iguacu;PR;85860-320;;;08/10/2025
petland;petland tapejara;;;tapejara;RS;99950-000;;;08/10/2025
petland;petland  sao mateus;avenida presidente itamar franco;sao mateus;juiz de fora;MG;36016-321;;;08/10/2025
petland;petland rio branco;avenida doutor ulysses guimaraes;vila nogueira;diadema;SP;09990-080;;;08/10/2025
petland;petland parque sao lucas;rua francisco fett;vila paulo silas;sao paulo;SP;03264-000;;;08/10/2025
petland;petland novo eldorado;avenida doutor cincinato cajado braga;novo eldorado;contagem;MG;32341-310;;;08/10/2025
petland;petland mexicao;avenida capitao-mor aguiar;centro;sao vicente;SP;11310-201;;;08/10/2025
petland;petland marco belem;avenida romulo maiorana;marco;belem;PA;66093-672;;;08/10/2025
petland;petland jardim das flores;rua osorio duque estrada;pestana;osasco;SP;06122-000;;;08/10/2025
petland;petland horto florestal;rua izidro roque da silva telo;horto florestal;sorocaba;SP;18074-745;;;08/10/2025
petland;petland parque dos anjos;avenida antonio gomes correa;parque dos anjos;gravatai;RS;94190-300;;;08/10/2025
petland;petland mongagua;;;mongagua;SP;11730-000;;;08/10/2025
petland;petland campo bom;;;campo bom;RS;93700-000;;;08/10/2025
petland;petland brasilio mall;rua brasilio machado;centro;sao bernardo do campo;SP;09715-140;;;08/10/2025
petland;petland bom fim;praca da alfandega;centro historico;porto alegre;RS;90010-150;;;08/10/2025
petland;petland avenida t1;avenida t 1;setor bueno;goiania;GO;74210-025;;;08/10/2025
petland;petland enseada;avenida dom pedro i;enseada;guaruja;SP;11440-000;;;08/10/2025
petland;petland vinhais;rua do arame;vinhais;sao luis;MA;65074-380;;;08/10/2025
petland;petland vila sao francisco;avenida martin luther king;cidade sao francisco;sao paulo;SP;05352-020;;;08/10/2025
petland;petland vila mirim;rua primeiro de maio;mirim;praia grande;SP;11704-710;;;08/10/2025
petland;petland vila madalena;rua natingui;vila madalena;sao paulo;SP;05443-001;;;08/10/2025
petland;petland presidente prudente;rua alvares machado;vila euclides;presidente prudente;SP;19015-450;;;08/10/2025
petland;petland varginha;avenida francisco navarra;centro;varginha;MG;37006-003;;;08/10/2025
petland;petland unai;rua eli pinto de carvalho;cruzeiro;unai;MG;38616-010;;;08/10/2025
petland;petland tirol;avenida hermes da fonseca;tirol;natal;RN;59020-315;;;08/10/2025
petland;petland sao caetano do sul;rua rafael correa sampaio;santa paula;sao caetano do sul;SP;09541-250;;;08/10/2025
petland;petland santos dumont;;;santos dumont;MG;36240-000;;;08/10/2025
petland;petland santo antonio;rua das magnolias;jardim primavera;guaruja;SP;11432-320;;;08/10/2025
petland;petland saboo;rua flaminio levy;saboo;santos;SP;11085-080;;;08/10/2025
petland;petland presidente venceslau;;;presidente venceslau;SP;19400-000;;;08/10/2025
petland;petland presidente vargas;;;presidente venceslau;SP;19400-000;;;08/10/2025
petland;petland petropolis;avenida protasio alves;petropolis;porto alegre;RS;90410-003;;;08/10/2025
petland;petland ilhabela;;;ilhabela;SP;11630-000;;;08/10/2025
petland;petland perdizes;rua apinajes;perdizes;sao paulo;SP;05017-000;;;08/10/2025
petland;petland peninsula;avenida sao marcos;sao marcos;sao luis;MA;65077-310;;;08/10/2025
petland;petland pedro marques;rua pedro marques;centro;itapetininga;SP;18200-270;;;08/10/2025
petland;petland santana pedro doll;rua pedro doll;santana;sao paulo;SP;02404-000;;;08/10/2025
petland;petland paulista;rua bela cintra;consolacao;sao paulo;SP;01415-001;;;08/10/2025
petland;petland parque das americas;rua bolivia;parque das americas;maua;SP;09350-636;;;08/10/2025
petland;petland papini;;;sao paulo;SP;04805-110;;;08/10/2025
petland;petland nicomedes;avenida nicomedes alves dos santos;morada da colina;uberlandia;MG;38411-106;;;08/10/2025
petland;petland nebraska;rua nebraska;brooklin novo;sao paulo;SP;04560-010;;;08/10/2025
petland;petland matozinhos;avenida tome portes del rei;vila santo antonio (matozinhos);sao joao del rei;MG;36305-058;;;08/10/2025
petland;petland pinheiros – mateus grou;rua mateus grou;pinheiros;sao paulo;SP;05415-050;;;08/10/2025
petland;petland jose menino;rua rei jorge vi;jose menino;santos;SP;11065-310;;;08/10/2025
petland;petland jasmim;rua jasmim;chacara primavera;campinas;SP;13087-460;;;08/10/2025
petland;petland jardim dos colibris;avenida josue ferreira da silva;jardim dos colibris;indaiatuba;SP;13349-125;;;08/10/2025
petland;petland janga;avenida doutor claudio jose gueiros leite;janga;paulista;PE;53437-000;;;08/10/2025
petland;petland jaguaribe;avenida flora;bussocaba;osasco;SP;06053-130;;;08/10/2025
petland;petland jaboticabeiras;praca marta de miranda de el rei;padre cursino;taubate;SP;12030-760;;;08/10/2025
petland;petland independencia;avenida independencia;independencia;taubate;SP;12031-000;;;08/10/2025
petland;petland higienopolis;praca vilaboim;higienopolis;sao paulo;SP;01241-010;;;08/10/2025
petland;petland guaianazes otelo;rua otelo augusto ribeiro;guaianazes;sao paulo;SP;08412-000;;;08/10/2025
petland;petland jau;rua general isidoro;chacara braz miraglia;jau;SP;17207-270;;;08/10/2025
petland;petland garcia;;;aracaju;SE;49025-330;;;08/10/2025
petland;petland formiga;avenida doutor henrique braga;centro;formiga;MG;35570-030;;;08/10/2025
petland;petland santa rosa;avenida expedicionario weber;central;santa rosa;RS;98787-000;;;08/10/2025
petland;petland dom nery;rua dom nery;vila embare;valinhos;SP;13271-170;;;08/10/2025
petland;petland dom joaquim;avenida dom joaquim;centro;pelotas;RS;96020-260;;;08/10/2025
petland;petland dom bosco;avenida brigadeiro eduardo gomes;dom bosco;belo horizonte;MG;30850-222;;;08/10/2025
petland;petland cupece;avenida cupece;jardim prudencia;sao paulo;SP;04365-000;;;08/10/2025
petland;petland cidade nova;rua armando salles de oliveira;vila todos os santos;indaiatuba;SP;13330-585;;;08/10/2025
petland;petland bento goncalves;rua olavo bilac;cidade alta;bento goncalves;RS;95700-362;;;08/10/2025
petland;petland canal 3;avenida washington luis;gonzaga;santos;SP;11055-000;;;08/10/2025
petland;petland campo belo;rua conde de porto alegre;campo belo;sao paulo;SP;04608-002;;;08/10/2025
petland;petland cambui;rua dos bandeirantes;cambui;campinas;SP;13024-010;;;08/10/2025
petland;petland botucatu;avenida doutor vital brasil;vila sao lucio;botucatu;SP;18603-193;;;08/10/2025
petland;petland bom retiro;rua olga assuncao;novo horizonte;betim;MG;32606-016;;;08/10/2025
petland;petland benjamin constant;avenida benjamin constant;floresta;porto alegre;RS;90550-005;;;08/10/2025
petland;petland 13 de julho;;;aracaju;SE;49025-630;;;08/10/2025
petland;petland batatais;;;batatais;SP;14300-000;;;08/10/2025
petland;petland barra muriae;rua gil moreira;barra;muriae;MG;36884-112;;;08/10/2025
petland;petland avenida brasil;avenida brasil;vila itapura;campinas;SP;13023-075;;;08/10/2025
petland;petland araguaina;rua vinte e cinco de dezembro;setor central;araguaina;TO;77804-030;;;08/10/2025
petland;petland analia franco;rua professor joao de oliveira torres;jardim analia franco;sao paulo;SP;03337-010;;;08/10/2025
petland;petland aclimacao;avenida da aclimacao;aclimacao;sao paulo;SP;01531-000;;;08/10/2025
petland;petland 5 de novembro;avenida 5 de novembro;vila nastri;itapetininga;SP;18207-320;;;08/10/2025
petland;petland vila mariana;avenida conselheiro rodrigues alves;vila mariana;sao paulo;SP;04014-011;;;08/10/2025
petland;petland vila clementino;rua luis gois;mirandopolis;sao paulo;SP;04043-350;;;08/10/2025
petland;petland turu;avenida sao luis rei de franca;turu;sao luis;MA;65065-470;;;08/10/2025
petland;petland tatuape;rua azevedo soares;vila gomes cardim;sao paulo;SP;03322-002;;;08/10/2025
petland;petland sinop;avenida das itaubas;setor comercial;sinop;MT;78550-196;;;08/10/2025
petland;petland rudge ramos;avenida caminho do mar;rudge ramos;sao bernardo do campo;SP;09609-000;;;08/10/2025
petland;petland rio madeira;avenida prefeito chiquilito erse;embratel;porto velho;RO;76820-763;;;08/10/2025
petland;petland renascenca;avenida jornalista miercio jorge;jardim renascenca;sao luis;MA;65075-675;;;08/10/2025
petland;petland canal 6;avenida doutor epitacio pessoa;boqueirao;santos;SP;11045-301;;;08/10/2025
petland;petland pompeia;rua euclides da cunha;pompeia;santos;SP;11065-101;;;08/10/2025
petland;petland pedreira;;;pedreira;SP;13920-000;;;08/10/2025
petland;petland passos;praca geraldo da silva maia;centro;passos;MG;37900-096;;;08/10/2025
petland;petland parque pinheiros;rua doutor mario augusto pereira;jardim sao paulo;taboao da serra;SP;06767-330;;;08/10/2025
petland;petland oficinas;;;ponta grossa;PR;84045-959;;;08/10/2025
petland;petland mooca;avenida paes de barros;mooca;sao paulo;SP;03114-000;;;08/10/2025
petland;petland moema passaros;avenida pavao;indianopolis;sao paulo;SP;04516-012;;;08/10/2025
petland;petland moema indios;alameda dos nhambiquaras;indianopolis;sao paulo;SP;04090-011;;;08/10/2025
petland;petland marape;rua godofredo fraga;marape;santos;SP;11070-400;;;08/10/2025
petland;petland praia grande mallet;avenida marechal mallet;canto do forte;praia grande;SP;11700-405;;;08/10/2025
petland;petland mackenzie mall;avenida tucunare;tambore;barueri;SP;06460-020;;;08/10/2025
petland;petland joquei clube;avenida joquei clube;joquei;teresina;PI;64049-240;;;08/10/2025
petland;petland joao fiusa;avenida professor joao fiusa;jardim botanico;ribeirao preto;SP;14024-250;;;08/10/2025
petland;petland jardins;rua bela cintra;consolacao;sao paulo;SP;01415-001;;;08/10/2025
petland;petland jaguariuna;avenida antonio pinto catao;loteamento capotuna;jaguariuna;SP;13912-180;;;08/10/2025
petland;petland itarare;avenida presidente wilson;itarare;sao vicente;SP;11320-001;;;08/10/2025
petland;petland homero;avenida homero castelo branco;planalto;teresina;PI;64050-010;;;08/10/2025
petland;petland guilhermina;avenida presidente kennedy;guilhermina;praia grande;SP;11702-205;;;08/10/2025
petland;petland graca;rua da graca;graca;salvador;BA;40150-055;;;08/10/2025
petland;petland embare;avenida doutor epitacio pessoa;boqueirao;santos;SP;11045-300;;;08/10/2025
petland;petland canal 2;avenida doutor bernardino de campos;campo grande;santos;SP;11065-003;;;08/10/2025
petland;petland canal 1;avenida senador pinheiro machado;marape;santos;SP;11075-001;;;08/10/2025
petland;petland campolim;avenida antonio carlos comitre;parque campolim;sorocaba;SP;18047-620;;;08/10/2025
petland;petland boqueirao;rua bento de abreu;boqueirao;santos;SP;11045-140;;;08/10/2025
petland;petland batel;rua comendador araujo;centro;curitiba;PR;80420-000;;;08/10/2025
petland;petland aparecida;rua alexandre martins;aparecida;santos;SP;11025-201;;;08/10/2025
petland;petland alphaville;avenida yojiro takaoka;alphaville;santana de parnaiba;SP;06541-038;;;08/10/2025
petland;petland holandeses;avenida dos holandeses;calhau;sao luis;MA;65071-380;;;08/10/2025
petland;petland cohatrac;rua doze;cohatrac ii;sao luis;MA;65053-820;;;08/10/2025
petland;petland cohama;avenida atlantica;olho dagua;sao luis;MA;65067-430;;;08/10/2025
petland;petland belvedere;avenida luiz paulo franco;belvedere;belo horizonte;MG;30320-570;;;08/10/2025
