cidade;cod_cidade;estado;cod_esatado;populacao;renda_domiciliar_per_capita;regiao
Rebouças;21505;PR;41;14.754;2482;Sul
Renascença;21604;PR;41;6.946;2482;Sul
Reserva;21703;PR;41;24.851;2482;Sul
Reserva do Iguaçu;21752;PR;41;6.543;2482;Sul
Ribeirão Claro;21802;PR;41;12.770;2482;Sul
Ribeirão do Pinhal;21901;PR;41;13.180;2482;Sul
Rio Azul;22008;PR;41;14.214;2482;Sul
Rio Bom;22107;PR;41;3.223;2482;Sul
Rio Bonito do Iguaçu;22156;PR;41;14.234;2482;Sul
Rio Branco do Ivaí;22172;PR;41;3.850;2482;Sul
Rio Branco do Sul;22206;PR;41;39.307;2482;Sul
Rio Negro;22305;PR;41;31.992;2482;Sul
Rolândia;22404;PR;41;74.935;2482;Sul
Roncador;22503;PR;41;11.371;2482;Sul
Rondon;22602;PR;41;9.240;2482;Sul
Rosário do Ivaí;22651;PR;41;5.491;2482;Sul
Sabáudia;22701;PR;41;9.320;2482;Sul
Salgado Filho;22800;PR;41;4.097;2482;Sul
Salto do Itararé;22909;PR;41;5.267;2482;Sul
Salto do Lontra;23006;PR;41;15.636;2482;Sul
Santa Amélia;23105;PR;41;3.386;2482;Sul
Santa Cecília do Pavão;23204;PR;41;3.375;2482;Sul
Santa Cruz de Monte Castelo;23303;PR;41;8.806;2482;Sul
Santa Fé;23402;PR;41;11.669;2482;Sul
Santa Helena;23501;PR;41;26.341;2482;Sul
Santa Inês;23600;PR;41;1.760;2482;Sul
Santa Isabel do Ivaí;23709;PR;41;9.059;2482;Sul
Santa Izabel do Oeste;23808;PR;41;14.385;2482;Sul
Santa Lúcia;23824;PR;41;3.657;2482;Sul
Santa Maria do Oeste;23857;PR;41;9.985;2482;Sul
Santa Mariana;23907;PR;41;11.034;2482;Sul
Santa Mônica;23956;PR;41;3.373;2482;Sul
Santana do Itararé;24004;PR;41;5.628;2482;Sul
Santa Tereza do Oeste;24020;PR;41;13.749;2482;Sul
Santa Terezinha de Itaipu;24053;PR;41;25.055;2482;Sul
Santo Antônio da Platina;24103;PR;41;45.534;2482;Sul
Santo Antônio do Caiuá;24202;PR;41;2.496;2482;Sul
Santo Antônio do Paraíso;24301;PR;41;2.116;2482;Sul
Santo Antônio do Sudoeste;24400;PR;41;24.644;2482;Sul
Santo Inácio;24509;PR;41;6.397;2482;Sul
São Carlos do Ivaí;24608;PR;41;6.712;2482;Sul
São Jerônimo da Serra;24707;PR;41;10.913;2482;Sul
São João;24806;PR;41;12.230;2482;Sul
São João do Caiuá;24905;PR;41;5.620;2482;Sul
São João do Ivaí;25001;PR;41;10.700;2482;Sul
São João do Triunfo;25100;PR;41;13.923;2482;Sul
São Jorge d'Oeste;25209;PR;41;9.550;2482;Sul
São Jorge do Ivaí;25308;PR;41;5.193;2482;Sul
São Jorge do Patrocínio;25357;PR;41;6.659;2482;Sul
São José da Boa Vista;25407;PR;41;6.060;2482;Sul
São José das Palmeiras;25456;PR;41;4.030;2482;Sul
São José dos Pinhais;25506;PR;41;345.644;2482;Sul
São Manoel do Paraná;25555;PR;41;2.173;2482;Sul
São Mateus do Sul;25605;PR;41;43.413;2482;Sul
São Miguel do Iguaçu;25704;PR;41;30.198;2482;Sul
São Pedro do Iguaçu;25753;PR;41;5.769;2482;Sul
São Pedro do Ivaí;25803;PR;41;8.611;2482;Sul
São Pedro do Paraná;25902;PR;41;2.722;2482;Sul
São Sebastião da Amoreira;26009;PR;41;8.100;2482;Sul
São Tomé;26108;PR;41;5.290;2482;Sul
Sapopema;26207;PR;41;6.784;2482;Sul
Sarandi;26256;PR;41;125.785;2482;Sul
Saudade do Iguaçu;26272;PR;41;6.342;2482;Sul
Sengés;26306;PR;41;17.344;2482;Sul
Serranópolis do Iguaçu;26355;PR;41;5.138;2482;Sul
Sertaneja;26405;PR;41;5.667;2482;Sul
Sertanópolis;26504;PR;41;16.183;2482;Sul
Siqueira Campos;26603;PR;41;23.712;2482;Sul
Sulina;26652;PR;41;3.495;2482;Sul
Tamarana;26678;PR;41;10.645;2482;Sul
Tamboara;26702;PR;41;4.979;2482;Sul
Tapejara;26801;PR;41;16.255;2482;Sul
Tapira;26900;PR;41;5.813;2482;Sul
Teixeira Soares;27007;PR;41;9.581;2482;Sul
Telêmaco Borba;27106;PR;41;77.182;2482;Sul
Terra Boa;27205;PR;41;18.048;2482;Sul
Terra Rica;27304;PR;41;14.989;2482;Sul
Terra Roxa;27403;PR;41;18.548;2482;Sul
Tibagi;27502;PR;41;20.304;2482;Sul
Tijucas do Sul;27601;PR;41;18.279;2482;Sul
Toledo;27700;PR;41;158.620;2482;Sul
Tomazina;27809;PR;41;8.495;2482;Sul
Três Barras do Paraná;27858;PR;41;11.197;2482;Sul
Tunas do Paraná;27882;PR;41;6.302;2482;Sul
Tuneiras do Oeste;27908;PR;41;8.095;2482;Sul
Tupãssi;27957;PR;41;8.204;2482;Sul
Turvo;27965;PR;41;14.443;2482;Sul
Ubiratã;28005;PR;41;25.517;2482;Sul
Umuarama;28104;PR;41;121.972;2482;Sul
União da Vitória;28203;PR;41;56.397;2482;Sul
Uniflor;28302;PR;41;2.121;2482;Sul
Uraí;28401;PR;41;10.407;2482;Sul
Wenceslau Braz;28500;PR;41;19.430;2482;Sul
Ventania;28534;PR;41;9.779;2482;Sul
Vera Cruz do Oeste;28559;PR;41;8.227;2482;Sul
Verê;28609;PR;41;8.051;2482;Sul
Alto Paraíso;28625;PR;41;3.077;2482;Sul
Doutor Ulysses;28633;PR;41;5.773;2482;Sul
Virmond;28658;PR;41;3.842;2482;Sul
Vitorino;28708;PR;41;10.280;2482;Sul
Xambrê;28807;PR;41;5.851;2482;Sul
Abdon Batista;51;SC;42;2.633;2601;Sul
Abelardo Luz;101;SC;42;17.736;2601;Sul
Agrolândia;200;SC;42;11.491;2601;Sul
Agronômica;309;SC;42;6.394;2601;Sul
Água Doce;408;SC;42;6.625;2601;Sul
Águas de Chapecó;507;SC;42;6.128;2601;Sul
Águas Frias;556;SC;42;2.963;2601;Sul
Águas Mornas;606;SC;42;7.082;2601;Sul
Alfredo Wagner;705;SC;42;10.862;2601;Sul
Alto Bela Vista;754;SC;42;1.860;2601;Sul
Anchieta;804;SC;42;5.984;2601;Sul
Angelina;903;SC;42;5.472;2601;Sul
Anita Garibaldi;1000;SC;42;8.367;2601;Sul
Anitápolis;1109;SC;42;3.726;2601;Sul
Antônio Carlos;1208;SC;42;12.118;2601;Sul
Apiúna;1257;SC;42;10.020;2601;Sul
Arabutã;1273;SC;42;4.487;2601;Sul
Araquari;1307;SC;42;50.178;2601;Sul
Araranguá;1406;SC;42;75.597;2601;Sul
Armazém;1505;SC;42;9.188;2601;Sul
Arroio Trinta;1604;SC;42;3.628;2601;Sul
Arvoredo;1653;SC;42;2.600;2601;Sul
Ascurra;1703;SC;42;8.635;2601;Sul
Atalanta;1802;SC;42;3.270;2601;Sul
Aurora;1901;SC;42;7.127;2601;Sul
Balneário Arroio do Silva;1950;SC;42;17.215;2601;Sul
Balneário Camboriú;2008;SC;42;148.758;2601;Sul
Balneário Barra do Sul;2057;SC;42;16.360;2601;Sul
Balneário Gaivota;2073;SC;42;17.306;2601;Sul
Bandeirante;2081;SC;42;3.243;2601;Sul
Barra Bonita;2099;SC;42;1.662;2601;Sul
Barra Velha;2107;SC;42;50.730;2601;Sul
Bela Vista do Toldo;2131;SC;42;5.950;2601;Sul
Belmonte;2156;SC;42;2.709;2601;Sul
Benedito Novo;2206;SC;42;10.738;2601;Sul
Biguaçu;2305;SC;42;82.028;2601;Sul
Blumenau;2404;SC;42;380.597;2601;Sul
Bocaina do Sul;2438;SC;42;3.618;2601;Sul
Bombinhas;2453;SC;42;27.732;2601;Sul
Bom Jardim da Serra;2503;SC;42;4.028;2601;Sul
Bom Jesus;2537;SC;42;2.872;2601;Sul
Bom Jesus do Oeste;2578;SC;42;2.234;2601;Sul
Bom Retiro;2602;SC;42;8.468;2601;Sul
Botuverá;2701;SC;42;5.623;2601;Sul
Braço do Norte;2800;SC;42;35.534;2601;Sul
Braço do Trombudo;2859;SC;42;4.203;2601;Sul
Brunópolis;2875;SC;42;2.466;2601;Sul
Brusque;2909;SC;42;151.949;2601;Sul
Caçador;3006;SC;42;75.998;2601;Sul
Caibi;3105;SC;42;6.431;2601;Sul
Calmon;3154;SC;42;3.513;2601;Sul
Camboriú;3204;SC;42;113.525;2601;Sul
Capão Alto;3253;SC;42;2.647;2601;Sul
Campo Alegre;3303;SC;42;12.815;2601;Sul
Campo Belo do Sul;3402;SC;42;7.342;2601;Sul
Campo Erê;3501;SC;42;9.838;2601;Sul
Campos Novos;3600;SC;42;38.656;2601;Sul
Canelinha;3709;SC;42;13.413;2601;Sul
Canoinhas;3808;SC;42;56.721;2601;Sul
Capinzal;3907;SC;42;24.176;2601;Sul
Capivari de Baixo;3956;SC;42;24.799;2601;Sul
Catanduvas;4004;SC;42;10.938;2601;Sul
Caxambu do Sul;4103;SC;42;4.732;2601;Sul
Celso Ramos;4152;SC;42;2.860;2601;Sul
Cerro Negro;4178;SC;42;3.326;2601;Sul
Chapadão do Lageado;4194;SC;42;3.036;2601;Sul
Chapecó;4202;SC;42;275.959;2601;Sul
Cocal do Sul;4251;SC;42;17.912;2601;Sul
Concórdia;4301;SC;42;85.982;2601;Sul
Cordilheira Alta;4350;SC;42;5.099;2601;Sul
Coronel Freitas;4400;SC;42;10.583;2601;Sul
Coronel Martins;4459;SC;42;2.028;2601;Sul
Corupá;4509;SC;42;15.781;2601;Sul
Correia Pinto;4558;SC;42;16.163;2601;Sul
Criciúma;4608;SC;42;225.281;2601;Sul
Cunha Porã;4707;SC;42;11.208;2601;Sul
Cunhataí;4756;SC;42;2.018;2601;Sul
Curitibanos;4806;SC;42;41.512;2601;Sul
Descanso;4905;SC;42;8.660;2601;Sul
Dionísio Cerqueira;5001;SC;42;15.294;2601;Sul
Dona Emma;5100;SC;42;4.388;2601;Sul
Doutor Pedrinho;5159;SC;42;3.719;2601;Sul
Entre Rios;5175;SC;42;3.525;2601;Sul
Ermo;5191;SC;42;2.349;2601;Sul
Erval Velho;5209;SC;42;5.081;2601;Sul
Faxinal dos Guedes;5308;SC;42;11.486;2601;Sul
Flor do Sertão;5357;SC;42;1.850;2601;Sul
Florianópolis;5407;SC;42;576.361;2601;Sul
Formosa do Sul;5431;SC;42;2.743;2601;Sul
Forquilhinha;5456;SC;42;33.929;2601;Sul
Fraiburgo;5506;SC;42;34.148;2601;Sul
Frei Rogério;5555;SC;42;2.442;2601;Sul
Galvão;5605;SC;42;3.200;2601;Sul
Garopaba;5704;SC;42;32.962;2601;Sul
Garuva;5803;SC;42;19.554;2601;Sul
Gaspar;5902;SC;42;76.982;2601;Sul
Governador Celso Ramos;6009;SC;42;17.920;2601;Sul
Grão-Pará;6108;SC;42;6.397;2601;Sul
Gravatal;6207;SC;42;12.989;2601;Sul
Guabiruba;6306;SC;42;26.082;2601;Sul
Guaraciaba;6405;SC;42;11.040;2601;Sul
Guaramirim;6504;SC;42;49.941;2601;Sul
Guarujá do Sul;6603;SC;42;4.899;2601;Sul
Guatambú;6652;SC;42;9.267;2601;Sul
Herval d'Oeste;6702;SC;42;22.173;2601;Sul
Ibiam;6751;SC;42;2.055;2601;Sul
Ibicaré;6801;SC;42;3.304;2601;Sul
Ibirama;6900;SC;42;20.663;2601;Sul
Içara;7007;SC;42;62.455;2601;Sul
Ilhota;7106;SC;42;18.197;2601;Sul
Imaruí;7205;SC;42;12.127;2601;Sul
Imbituba;7304;SC;42;56.107;2601;Sul
Imbuia;7403;SC;42;6.139;2601;Sul
Indaial;7502;SC;42;76.333;2601;Sul
Iomerê;7577;SC;42;2.953;2601;Sul
Ipira;7601;SC;42;4.635;2601;Sul
Iporã do Oeste;7650;SC;42;9.672;2601;Sul
Ipuaçu;7684;SC;42;8.046;2601;Sul
Ipumirim;7700;SC;42;8.065;2601;Sul
Iraceminha;7759;SC;42;4.005;2601;Sul
Irani;7809;SC;42;10.497;2601;Sul
Irati;7858;SC;42;2.100;2601;Sul
Irineópolis;7908;SC;42;10.437;2601;Sul
Itá;8005;SC;42;7.310;2601;Sul
Itaiópolis;8104;SC;42;22.741;2601;Sul
Itajaí;8203;SC;42;287.289;2601;Sul
Itapema;8302;SC;42;83.330;2601;Sul
Itapiranga;8401;SC;42;17.149;2601;Sul
Itapoá;8450;SC;42;34.546;2601;Sul
Ituporanga;8500;SC;42;28.042;2601;Sul
Jaborá;8609;SC;42;4.435;2601;Sul
Jacinto Machado;8708;SC;42;10.813;2601;Sul
Jaguaruna;8807;SC;42;21.284;2601;Sul
Jaraguá do Sul;8906;SC;42;195.753;2601;Sul
Jardinópolis;8955;SC;42;1.808;2601;Sul
Joaçaba;9003;SC;42;31.509;2601;Sul
Joinville;9102;SC;42;654.888;2601;Sul
José Boiteux;9151;SC;42;6.307;2601;Sul
Jupiá;9177;SC;42;2.675;2601;Sul
Lacerdópolis;9201;SC;42;2.296;2601;Sul
Lages;9300;SC;42;171.609;2601;Sul
Laguna;9409;SC;42;43.992;2601;Sul
Lajeado Grande;9458;SC;42;1.771;2601;Sul
Laurentino;9508;SC;42;8.427;2601;Sul
Lauro Müller;9607;SC;42;14.622;2601;Sul
Lebon Régis;9706;SC;42;11.605;2601;Sul
Leoberto Leal;9805;SC;42;3.381;2601;Sul
Lindóia do Sul;9854;SC;42;4.611;2601;Sul
Lontras;9904;SC;42;13.586;2601;Sul
Luiz Alves;10001;SC;42;12.126;2601;Sul
Luzerna;10035;SC;42;5.931;2601;Sul
Macieira;10050;SC;42;1.800;2601;Sul
Mafra;10100;SC;42;57.023;2601;Sul
Major Gercino;10209;SC;42;3.258;2601;Sul
Major Vieira;10308;SC;42;7.545;2601;Sul
Maracajá;10407;SC;42;8.213;2601;Sul
Maravilha;10506;SC;42;30.155;2601;Sul
Marema;10555;SC;42;2.219;2601;Sul
Massaranduba;10605;SC;42;17.897;2601;Sul
Matos Costa;10704;SC;42;2.795;2601;Sul
Meleiro;10803;SC;42;7.127;2601;Sul
Mirim Doce;10852;SC;42;2.554;2601;Sul
Modelo;10902;SC;42;4.156;2601;Sul
Mondaí;11009;SC;42;10.216;2601;Sul
Monte Carlo;11058;SC;42;9.235;2601;Sul
Monte Castelo;11108;SC;42;7.787;2601;Sul
Morro da Fumaça;11207;SC;42;19.265;2601;Sul
Morro Grande;11256;SC;42;3.085;2601;Sul
Navegantes;11306;SC;42;93.619;2601;Sul
Nova Erechim;11405;SC;42;5.408;2601;Sul
Nova Itaberaba;11454;SC;42;4.648;2601;Sul
Nova Trento;11504;SC;42;14.252;2601;Sul
Nova Veneza;11603;SC;42;13.968;2601;Sul
Novo Horizonte;11652;SC;42;2.670;2601;Sul
Orleans;11702;SC;42;24.474;2601;Sul
Otacílio Costa;11751;SC;42;17.780;2601;Sul
Ouro;11801;SC;42;7.091;2601;Sul
Ouro Verde;11850;SC;42;2.203;2601;Sul
Paial;11876;SC;42;1.992;2601;Sul
Painel;11892;SC;42;2.228;2601;Sul
Palhoça;11900;SC;42;245.477;2601;Sul
Palma Sola;12007;SC;42;7.709;2601;Sul
Palmeira;12056;SC;42;2.640;2601;Sul
Palmitos;12106;SC;42;15.812;2601;Sul
Papanduva;12205;SC;42;19.667;2601;Sul
Paraíso;12239;SC;42;4.376;2601;Sul
Passo de Torres;12254;SC;42;14.284;2601;Sul
Passos Maia;12270;SC;42;4.032;2601;Sul
Paulo Lopes;12304;SC;42;9.661;2601;Sul
Pedras Grandes;12403;SC;42;4.343;2601;Sul
Penha;12502;SC;42;36.124;2601;Sul
Peritiba;12601;SC;42;3.039;2601;Sul
Pescaria Brava;12650;SC;42;10.531;2601;Sul
Petrolândia;12700;SC;42;6.942;2601;Sul
Balneário Piçarras;12809;SC;42;29.725;2601;Sul
Pinhalzinho;12908;SC;42;23.379;2601;Sul
Pinheiro Preto;13005;SC;42;3.598;2601;Sul
Piratuba;13104;SC;42;6.053;2601;Sul
Planalto Alegre;13153;SC;42;3.053;2601;Sul
Pomerode;13203;SC;42;36.392;2601;Sul
Ponte Alta;13302;SC;42;4.430;2601;Sul
Ponte Alta do Norte;13351;SC;42;3.249;2601;Sul
Ponte Serrada;13401;SC;42;10.764;2601;Sul
Porto Belo;13500;SC;42;30.590;2601;Sul
Porto União;13609;SC;42;33.727;2601;Sul
Pouso Redondo;13708;SC;42;17.836;2601;Sul
Praia Grande;13807;SC;42;8.602;2601;Sul
Presidente Castello Branco;13906;SC;42;1.711;2601;Sul
Presidente Getúlio;14003;SC;42;21.293;2601;Sul
Presidente Nereu;14102;SC;42;2.345;2601;Sul
Princesa;14151;SC;42;3.054;2601;Sul
Quilombo;14201;SC;42;11.359;2601;Sul
Rancho Queimado;14300;SC;42;3.435;2601;Sul
Rio das Antas;14409;SC;42;6.386;2601;Sul
Rio do Campo;14508;SC;42;6.613;2601;Sul
Rio do Oeste;14607;SC;42;8.008;2601;Sul
Rio dos Cedros;14706;SC;42;11.163;2601;Sul
Rio do Sul;14805;SC;42;76.390;2601;Sul
Rio Fortuna;14904;SC;42;5.006;2601;Sul
Rio Negrinho;15000;SC;42;40.168;2601;Sul
Rio Rufino;15059;SC;42;2.432;2601;Sul
Riqueza;15075;SC;42;4.835;2601;Sul
Rodeio;15109;SC;42;13.321;2601;Sul
Romelândia;15208;SC;42;4.757;2601;Sul
Salete;15307;SC;42;7.643;2601;Sul
Saltinho;15356;SC;42;3.633;2601;Sul
Salto Veloso;15406;SC;42;4.486;2601;Sul
Sangão;15455;SC;42;13.567;2601;Sul
Santa Cecília;15505;SC;42;15.764;2601;Sul
Santa Helena;15554;SC;42;2.473;2601;Sul
Santa Rosa de Lima;15604;SC;42;2.128;2601;Sul
Santa Rosa do Sul;15653;SC;42;10.288;2601;Sul
Santa Terezinha;15679;SC;42;8.077;2601;Sul
Santa Terezinha do Progresso;15687;SC;42;2.562;2601;Sul
Santiago do Sul;15695;SC;42;1.714;2601;Sul
Santo Amaro da Imperatriz;15703;SC;42;29.392;2601;Sul
São Bernardino;15752;SC;42;2.719;2601;Sul
São Bento do Sul;15802;SC;42;86.851;2601;Sul
São Bonifácio;15901;SC;42;2.986;2601;Sul
São Carlos;16008;SC;42;10.460;2601;Sul
São Cristóvão do Sul;16057;SC;42;6.389;2601;Sul
São Domingos;16107;SC;42;9.356;2601;Sul
São Francisco do Sul;16206;SC;42;55.784;2601;Sul
São João do Oeste;16255;SC;42;6.446;2601;Sul
São João Batista;16305;SC;42;34.733;2601;Sul
São João do Itaperiú;16354;SC;42;4.732;2601;Sul
São João do Sul;16404;SC;42;9.126;2601;Sul
São Joaquim;16503;SC;42;26.852;2601;Sul
São José;16602;SC;42;289.949;2601;Sul
São José do Cedro;16701;SC;42;14.491;2601;Sul
São José do Cerrito;16800;SC;42;8.755;2601;Sul
São Lourenço do Oeste;16909;SC;42;25.770;2601;Sul
São Ludgero;17006;SC;42;14.211;2601;Sul
São Martinho;17105;SC;42;3.501;2601;Sul
São Miguel da Boa Vista;17154;SC;42;1.788;2601;Sul
São Miguel do Oeste;17204;SC;42;46.969;2601;Sul
São Pedro de Alcântara;17253;SC;42;6.076;2601;Sul
Saudades;17303;SC;42;10.680;2601;Sul
Schroeder;17402;SC;42;21.273;2601;Sul
Seara;17501;SC;42;19.241;2601;Sul
Serra Alta;17550;SC;42;3.367;2601;Sul
Siderópolis;17600;SC;42;14.087;2601;Sul
Sombrio;17709;SC;42;31.397;2601;Sul
Sul Brasil;17758;SC;42;2.894;2601;Sul
Taió;17808;SC;42;18.808;2601;Sul
Tangará;17907;SC;42;8.189;2601;Sul
Tigrinhos;17956;SC;42;2.480;2601;Sul
Tijucas;18004;SC;42;56.674;2601;Sul
Timbé do Sul;18103;SC;42;5.495;2601;Sul
Timbó;18202;SC;42;48.903;2601;Sul
Timbó Grande;18251;SC;42;7.503;2601;Sul
Três Barras;18301;SC;42;20.373;2601;Sul
Treviso;18350;SC;42;3.895;2601;Sul
Treze de Maio;18400;SC;42;7.585;2601;Sul
Treze Tílias;18509;SC;42;9.308;2601;Sul
Trombudo Central;18608;SC;42;7.532;2601;Sul
Tubarão;18707;SC;42;115.495;2601;Sul
Tunápolis;18756;SC;42;5.054;2601;Sul
Turvo;18806;SC;42;13.492;2601;Sul
União do Oeste;18855;SC;42;2.801;2601;Sul
Urubici;18905;SC;42;11.048;2601;Sul
Urupema;18954;SC;42;2.735;2601;Sul
Urussanga;19002;SC;42;21.395;2601;Sul
Vargeão;19101;SC;42;3.716;2601;Sul
Vargem;19150;SC;42;2.632;2601;Sul
Vargem Bonita;19176;SC;42;4.615;2601;Sul
Vidal Ramos;19200;SC;42;6.275;2601;Sul
Videira;19309;SC;42;58.299;2601;Sul
Vitor Meireles;19358;SC;42;5.492;2601;Sul
Witmarsum;19408;SC;42;4.451;2601;Sul
Xanxerê;19507;SC;42;54.194;2601;Sul
Xavantina;19606;SC;42;3.627;2601;Sul
Xaxim;19705;SC;42;33.902;2601;Sul
Zortéa;19853;SC;42;4.170;2601;Sul
Balneário Rincão;20000;SC;42;17.226;2601;Sul
Aceguá;34;RS;43;4.253;2608;Sul
Água Santa;59;RS;43;4.000;2608;Sul
Agudo;109;RS;43;16.346;2608;Sul
Ajuricaba;208;RS;43;6.848;2608;Sul
Alecrim;307;RS;43;6.228;2608;Sul
Alegrete;406;RS;43;74.329;2608;Sul
Alegria;455;RS;43;3.711;2608;Sul
Almirante Tamandaré do Sul;471;RS;43;2.008;2608;Sul
Alpestre;505;RS;43;7.243;2608;Sul
Alto Alegre;554;RS;43;1.837;2608;Sul
Alto Feliz;570;RS;43;3.143;2608;Sul
Alvorada;604;RS;43;194.116;2608;Sul
Amaral Ferrador;638;RS;43;5.394;2608;Sul
Ametista do Sul;646;RS;43;7.822;2608;Sul
André da Rocha;661;RS;43;1.157;2608;Sul
Anta Gorda;703;RS;43;6.080;2608;Sul
Antônio Prado;802;RS;43;13.328;2608;Sul
Arambaré;851;RS;43;4.211;2608;Sul
Araricá;877;RS;43;8.794;2608;Sul
Aratiba;901;RS;43;6.618;2608;Sul
Arroio do Meio;1008;RS;43;22.490;2608;Sul
Arroio do Sal;1057;RS;43;11.384;2608;Sul
Arroio do Padre;1073;RS;43;2.651;2608;Sul
Arroio dos Ratos;1107;RS;43;14.923;2608;Sul
Arroio do Tigre;1206;RS;43;12.296;2608;Sul
Arroio Grande;1305;RS;43;17.887;2608;Sul
Arvorezinha;1404;RS;43;10.545;2608;Sul
Augusto Pestana;1503;RS;43;7.302;2608;Sul
Áurea;1552;RS;43;3.460;2608;Sul
Bagé;1602;RS;43;121.900;2608;Sul
Balneário Pinhal;1636;RS;43;15.371;2608;Sul
Barão;1651;RS;43;6.489;2608;Sul
Barão de Cotegipe;1701;RS;43;7.313;2608;Sul
Barão do Triunfo;1750;RS;43;5.983;2608;Sul
Barracão;1800;RS;43;4.920;2608;Sul
Barra do Guarita;1859;RS;43;3.230;2608;Sul
Barra do Quaraí;1875;RS;43;4.337;2608;Sul
Barra do Ribeiro;1909;RS;43;12.475;2608;Sul
Barra do Rio Azul;1925;RS;43;1.724;2608;Sul
Barra Funda;1958;RS;43;2.555;2608;Sul
Barros Cassal;2006;RS;43;9.442;2608;Sul
Benjamin Constant do Sul;2055;RS;43;2.120;2608;Sul
Bento Gonçalves;2105;RS;43;127.775;2608;Sul
Boa Vista das Missões;2154;RS;43;1.969;2608;Sul
Boa Vista do Buricá;2204;RS;43;7.125;2608;Sul
Boa Vista do Cadeado;2220;RS;43;2.271;2608;Sul
Boa Vista do Incra;2238;RS;43;2.315;2608;Sul
Boa Vista do Sul;2253;RS;43;2.815;2608;Sul
Bom Jesus;2303;RS;43;11.431;2608;Sul
Bom Princípio;2352;RS;43;13.650;2608;Sul
Bom Progresso;2378;RS;43;2.134;2608;Sul
Bom Retiro do Sul;2402;RS;43;12.578;2608;Sul
Boqueirão do Leão;2451;RS;43;6.215;2608;Sul
Bossoroca;2501;RS;43;5.988;2608;Sul
Bozano;2584;RS;43;2.195;2608;Sul
Braga;2600;RS;43;3.326;2608;Sul
Brochier;2659;RS;43;5.079;2608;Sul
Butiá;2709;RS;43;19.433;2608;Sul
Caçapava do Sul;2808;RS;43;33.508;2608;Sul
Cacequi;2907;RS;43;11.324;2608;Sul
Cachoeira do Sul;3004;RS;43;82.250;2608;Sul
Cachoeirinha;3103;RS;43;141.303;2608;Sul
Cacique Doble;3202;RS;43;4.694;2608;Sul
Caibaté;3301;RS;43;4.797;2608;Sul
Caiçara;3400;RS;43;4.933;2608;Sul
Camaquã;3509;RS;43;63.959;2608;Sul
Camargo;3558;RS;43;3.056;2608;Sul
Cambará do Sul;3608;RS;43;6.492;2608;Sul
Campestre da Serra;3673;RS;43;3.311;2608;Sul
Campina das Missões;3707;RS;43;6.001;2608;Sul
Campinas do Sul;3806;RS;43;5.390;2608;Sul
Campo Bom;3905;RS;43;64.704;2608;Sul
Campo Novo;4002;RS;43;5.068;2608;Sul
Campos Borges;4101;RS;43;3.693;2608;Sul
Candelária;4200;RS;43;29.783;2608;Sul
Cândido Godói;4309;RS;43;6.421;2608;Sul
Candiota;4358;RS;43;10.992;2608;Sul
Canela;4408;RS;43;50.613;2608;Sul
Canguçu;4507;RS;43;50.998;2608;Sul
Canoas;4606;RS;43;359.554;2608;Sul
Canudos do Vale;4614;RS;43;1.687;2608;Sul
Capão Bonito do Sul;4622;RS;43;1.769;2608;Sul
Capão da Canoa;4630;RS;43;66.012;2608;Sul
Capão do Cipó;4655;RS;43;3.186;2608;Sul
Capão do Leão;4663;RS;43;27.389;2608;Sul
Capivari do Sul;4671;RS;43;4.079;2608;Sul
Capela de Santana;4689;RS;43;11.416;2608;Sul
Capitão;4697;RS;43;2.991;2608;Sul
Carazinho;4705;RS;43;63.638;2608;Sul
Caraá;4713;RS;43;7.553;2608;Sul
Carlos Barbosa;4804;RS;43;31.528;2608;Sul
Carlos Gomes;4853;RS;43;1.387;2608;Sul
Casca;4903;RS;43;9.689;2608;Sul
Caseiros;4952;RS;43;3.064;2608;Sul
Catuípe;5009;RS;43;8.840;2608;Sul
Caxias do Sul;5108;RS;43;479.256;2608;Sul
Centenário;5116;RS;43;2.779;2608;Sul
Cerrito;5124;RS;43;5.915;2608;Sul
Cerro Branco;5132;RS;43;3.865;2608;Sul
Cerro Grande;5157;RS;43;2.429;2608;Sul
Cerro Grande do Sul;5173;RS;43;9.343;2608;Sul
Cerro Largo;5207;RS;43;14.009;2608;Sul
Chapada;5306;RS;43;9.748;2608;Sul
Charqueadas;5355;RS;43;36.109;2608;Sul
Charrua;5371;RS;43;2.807;2608;Sul
Chiapetta;5405;RS;43;3.992;2608;Sul
Chuí;5439;RS;43;6.405;2608;Sul
Chuvisca;5447;RS;43;4.686;2608;Sul
Cidreira;5454;RS;43;17.538;2608;Sul
Ciríaco;5504;RS;43;4.215;2608;Sul
Colinas;5587;RS;43;2.474;2608;Sul
Colorado;5603;RS;43;3.319;2608;Sul
Condor;5702;RS;43;6.539;2608;Sul
Constantina;5801;RS;43;10.623;2608;Sul
Coqueiro Baixo;5835;RS;43;1.311;2608;Sul
Coqueiros do Sul;5850;RS;43;2.251;2608;Sul
Coronel Barros;5871;RS;43;2.892;2608;Sul
Coronel Bicaco;5900;RS;43;6.230;2608;Sul
Coronel Pilar;5934;RS;43;1.638;2608;Sul
Cotiporã;5959;RS;43;3.926;2608;Sul
Coxilha;5975;RS;43;2.719;2608;Sul
Crissiumal;6007;RS;43;13.127;2608;Sul
Cristal;6056;RS;43;7.454;2608;Sul
Cristal do Sul;6072;RS;43;2.746;2608;Sul
Cruz Alta;6106;RS;43;60.486;2608;Sul
Cruzaltense;6130;RS;43;1.655;2608;Sul
