empresa;nome;logradouro;bairro;cidade;estado;cep;latitude;longitude;data_extracao
petland;Petland Formiga;Avenida Doutor Henrique Braga;Centro;Formiga;MG;35570-030;-204.628.628;-454.325.227;07/10/2025
petland;Petland Santa Rosa;Avenida Expedicionário Weber;Central;Santa Rosa;RS;98787-000;-278.616.407;-54.454.857;07/10/2025
petland;Petland Dom Nery;Rua Dom Nery;Vila Embaré;Valinhos;SP;13271-170;-229.684.707;-470.011.055;07/10/2025
petland;Petland Dom Joaquim;Avenida Dom Joaquim;Centro;Pelotas;RS;96020-260;-317.450.526;-52.336.725;07/10/2025
petland;Petland Dom Bosco;Avenida Brigadeiro Eduardo Gomes;Dom Bosco;Belo Horizonte;MG;30850-222;-199.154.186;-440.008.902;07/10/2025
petland;Petland Cupecê;Avenida Cupecê;Jardim Prudência;São Paulo;SP;04365-000;-232.778.199.652;-46.636;07/10/2025
petland;Petland Cidade Nova;Rua Armando Salles de Oliveira;Vila Todos os Santos;Indaiatuba;SP;13330-585;-23.079.944;-472.172.921;07/10/2025
petland;Petland Bento Gonçalves;Rua Olavo Bilac;Cidade Alta;Bento Gonçalves;RS;95700-362;-291.719.814;-515.161.829;07/10/2025
petland;Petland Canal 3;Avenida Washington Luís;Gonzaga;Santos;SP;11055-000;-239.673.822;-463.328.146;07/10/2025
petland;Petland Campo Belo;Rua Conde de Porto Alegre;Campo Belo;São Paulo;SP;04608-002;-232.493.799.671;-46.636;07/10/2025
petland;Petland Cambuí;Rua dos Bandeirantes;Cambuí;Campinas;SP;13024-010;-228.921.264;-470.546.529;07/10/2025
petland;Petland Botucatu;Avenida Doutor Vital Brasil;Vila São Lúcio;Botucatu;SP;18603-193;-228.841.808;-484.441.654;07/10/2025
petland;Petland Bom Retiro;Rua Olga Assunção;Novo Horizonte;Betim;MG;32606-016;-199.444.194;-44.204.051;07/10/2025
petland;Petland Benjamin Constant;Avenida Benjamin Constant;Floresta;Porto Alegre;RS;90550-005;-300.463.200.085;-51.23;07/10/2025
petland;Petland 13 de Julho;;;;;invalido;-109.327.236;-370.533.083;07/10/2025
petland;Petland Batatais;;;;;invalido;-208.891.036;-47.584.485.799.999.900;07/10/2025
petland;Petland Barra Muriaé;Rua Gil Moreira;Barra;Muriaé;MG;36884-112;-211.278.887;-423.824.038;07/10/2025
petland;Petland Avenida Brasil;Avenida Brasil;Vila Itapura;Campinas;SP;13023-075;-228.990.196;-470.585.262;07/10/2025
petland;Petland Araguaína;Rua Vinte e Cinco de Dezembro;Setor Central;Araguaína;TO;77804-030;-71.901.421;-482.082.624;07/10/2025
petland;Petland Anália Franco;Rua Professor João de Oliveira Torres;Jardim Anália Franco;São Paulo;SP;03337-010;-233.940.999.774;-46.636;07/10/2025
petland;Petland Aclimação;Avenida da Aclimação;Aclimação;São Paulo;SP;01531-000;-235.693.300.084;-466.592.676.017;07/10/2025
petland;Petland 5 de novembro;Avenida 5 de Novembro;Vila Nastri;Itapetininga;SP;18207-320;-236.014.345;-480.617.431;07/10/2025
petland;Petland Vila Mariana;Avenida Conselheiro Rodrigues Alves;Vila Mariana;São Paulo;SP;04014-011;-23.548;-463.884.013.667;07/10/2025
petland;Petland Vila Clementino;Rua Luís Góis;Mirandópolis;São Paulo;SP;04043-350;-23.548;-463.847.688.792;07/10/2025
petland;Petland Turu;Avenida São Luís Rei de França;Turu;São Luís;MA;65065-470;-25.607.800.101;-44.303;07/10/2025
petland;Petland Tatuapé;Rua Azevedo Soares;Vila Gomes Cardim;São Paulo;SP;03322-002;-233.955.399.838;-46.636;07/10/2025
petland;Petland Sinop;Avenida das Itaúbas;Setor Comercial;Sinop;MT;78550-196;-118.543.759;-555.107.714;07/10/2025
petland;Petland Rudge Ramos;Avenida Caminho do Mar;Rudge Ramos;São Bernardo do Campo;SP;09609-000;-23.694.540.002;-46.565;07/10/2025
petland;Petland Rio Madeira;Avenida Prefeito Chiquilito Erse;Embratel;Porto Velho;RO;76820-763;-87.493.383;-638.847.376;07/10/2025
petland;Petland Renascença;Avenida Jornalista Miércio Jorge;Jardim Renascença;São Luís;MA;65075-675;-24.986.283;-442.879.209;07/10/2025
petland;Petland Canal 6;Avenida Doutor Epitácio Pessoa;Boqueirão;Santos;SP;11045-301;-239.648.026;-463.235.849;07/10/2025
petland;Petland Pompéia;Rua Euclides da Cunha;Pompéia;Santos;SP;11065-101;-239.665.048;-463.421.313;07/10/2025
petland;Petland Pedreira;;;Pedreira;SP;13920-000;-227.418.249;-468.952.876;07/10/2025
petland;Petland Passos;Praça Geraldo da Silva Maia;Centro;Passos;MG;37900-096;-207.222.202;-466.090.216;07/10/2025
petland;Petland Parque Pinheiros;Rua Doutor Mário Augusto Pereira;Jardim São Paulo;Taboão da Serra;SP;06767-330;-23.602;-467.469.106.099;07/10/2025
petland;Petland Oficinas;;;;;invalido;-25.123.682.199.999.900;-50.154.747.799.999.900;07/10/2025
petland;Petland Mooca;Avenida Paes de Barros;Mooca;São Paulo;SP;03114-000;-236.774.200.144;-46.636;07/10/2025
petland;Petland Moema Pássaros;Avenida Pavão;Indianópolis;São Paulo;SP;04516-012;-238.375.300.332;-469.518.306.068;07/10/2025
petland;Petland Moema Índios;Alameda dos Nhambiquaras;Indianópolis;São Paulo;SP;04090-011;-23.783.080.026;-463.795.655.761;07/10/2025
petland;Petland Marapé;Rua Godofredo Fraga;Marapé;Santos;SP;11070-400;-239.556.817;-463.468.306;07/10/2025
petland;Petland Praia Grande Mallet;Avenida Marechal Mallet;Canto do Forte;Praia Grande;SP;11700-405;-240.070.324;-464.067.837;07/10/2025
petland;Petland Mackenzie Mall;Avenida Tucunaré;Tamboré;Barueri;SP;06460-020;-235.225.200.027;-468.885.629.334;07/10/2025
petland;Petland Jóquei Clube;Avenida Jóquei Clube;Jóquei;Teresina;PI;64049-240;-50.745.246;-42.784.648;07/10/2025
petland;Petland João Fiúsa;Avenida Professor João Fiúsa;Jardim Botânico;Ribeirão Preto;SP;14024-250;-211.704.008;-478.103.238;07/10/2025
petland;Petland Jardins;Rua Bela Cintra;Consolação;São Paulo;SP;01415-001;-235.524.085.573;-46.655.224.424;07/10/2025
petland;Petland Jaguaríuna;Avenida Antonio Pinto Catão;Loteamento Capotuna;Jaguariúna;SP;13912-180;-226.928.981;-469.804.537;07/10/2025
petland;Petland Itararé;Avenida Presidente Wilson;Itararé;São Vicente;SP;11320-001;-239.682.565;-463.762.476;07/10/2025
petland;Petland Homero;Avenida Homero Castelo Branco;Planalto;Teresina;PI;64050-010;-5.056.108;-427.826.894;07/10/2025
petland;Petland Guilhermina;Avenida Presidente Kennedy;Guilhermina;Praia Grande;SP;11702-205;-240.072.448;-464.298.225;07/10/2025
petland;Petland Graça;Rua da Graça;Graça;Salvador;BA;40150-055;-12.997.443;-385.255.692;07/10/2025
petland;Petland Embaré;Avenida Doutor Epitácio Pessoa;Boqueirão;Santos;SP;11045-300;-239.648.026;-463.235.849;07/10/2025
petland;Petland Canal 2;Avenida Doutor Bernardino de Campos;Campo Grande;Santos;SP;11065-003;-239.582.251;-463.379.206;07/10/2025
petland;Petland Canal 1;Avenida Senador Pinheiro Machado;Marapé;Santos;SP;11075-001;-239.556.817;-463.468.306;07/10/2025
petland;Petland Campolim;Avenida Antônio Carlos Comitre;Parque Campolim;Sorocaba;SP;18047-620;-235.226.839;-474.649.254;07/10/2025
petland;Petland Boqueirão;Rua Bento de Abreu;Boqueirão;Santos;SP;11045-140;-23.966.871;-4.632.075;07/10/2025
petland;Petland Batel;Rua Comendador Araújo;Centro;Curitiba;PR;80420-000;-254.202.599.958;-49.273;07/10/2025
petland;Petland Aparecida;Rua Alexandre Martins;Aparecida;Santos;SP;11025-201;-239.735.381;-463.055.176;07/10/2025
petland;Petland Alphaville;Avenida Yojiro Takaoka;Alphaville;Santana de Parnaíba;SP;06541-038;-23.444;-469.311.451.441;07/10/2025
petland;Petland Holandeses;Avenida dos Holandeses;Calhau;São Luís;MA;65071-380;-24.935.147;-442.786.188;07/10/2025
petland;Petland Cohatrac;Rua Doze;Cohatrac II;São Luís;MA;65053-820;-25.382.728;-442.072.109;07/10/2025
petland;Petland Cohama;Avenida Atlântica;Olho D'Água;São Luís;MA;65067-430;-24.810.648;-442.364.591;07/10/2025
petland;Petland Belvedere;Avenida Luíz Paulo Franco;Belvedere;Belo Horizonte;MG;30320-570;-199.744.935;-439.416.242;07/10/2025
