empresa;nome;logradouro;bairro;cidade;estado;regiao;cep;populacao;latitude;longitude;renda_domiciliar_per_capita;cod_cidade;data_extracao
cobasi;pet shop cobasi brasilia asa norte;Quadra SEPN 516 Bloco E;Asa Norte;Brasília;DF;Centro-Oeste;70770-525;2.982.818;-15.7766266;-47.8751937;3444;108;08/10/2025
cobasi;pet shop cobasi brasilia casapark;SGCV Lote 09;Zona Industrial (Guará);Brasília;DF;Centro-Oeste;71215-900;2.982.818;-15.8102388;-47.9713115;3444;108;08/10/2025
cobasi;pet shop cobasi brasilia pistao sul;Quadra Setor D Sul;Taguatinga Sul (Taguatinga);Brasília;DF;Centro-Oeste;72020-111;2.982.818;-15.8107481;-48.065751;3444;108;08/10/2025
cobasi;pet shop cobasi brasilia sia;Trecho SIA Trecho 2;Zona Industrial (Guará);Brasília;DF;Centro-Oeste;71200-020;2.982.818;-15.7872388;-47.9403153;3444;108;08/10/2025
cobasi;pet shop cobasi brasilia taquari;Avenida Comercial;Setor Habitacional Taquari (Lago Norte);Brasília;DF;Centro-Oeste;71551-010;2.982.818;-15.6956128426;-47.8729882757;3444;108;08/10/2025
cobasi;pet shop cobasi braz leme;Avenida Braz Leme;Casa Verde;São Paulo;SP;Sudeste;02511-000;11.895.578;-23.5062973;-46.6438294;2662;50308;08/10/2025
cobasi;pet shop cobasi brooklin;Avenida Washington Luís;Santo Amaro;São Paulo;SP;Sudeste;04627-003;11.895.578;-23.2466799676;-46.636;2662;50308;08/10/2025
cobasi;pet shop cobasi buritis;Avenida Professor Mário Werneck;Buritis;Belo Horizonte;MG;Sudeste;30575-180;2.416.339;-19.975593;-43.9682604;2001;6200;08/10/2025
cobasi;pet shop cobasi butanta;Avenida Professor Francisco Morato;Butantã;São Paulo;SP;Sudeste;05513-300;11.895.578;-23.1370599508;-46.636;2662;50308;08/10/2025
cobasi;pet shop cobasi cachoeirinha;Avenida Parada Pinto;Vila Nova Cachoeirinha;São Paulo;SP;Sudeste;02611-002;11.895.578;-23.4599799904;-46.5399843544;2662;50308;08/10/2025
cobasi;pet shop cobasi caminho do mar;Avenida Caminho do Mar;Rudge Ramos;São Bernardo do Campo;SP;Sudeste;09609-000;840.499;-23.694540002;-46.565;2662;48708;08/10/2025
cobasi;pet shop cobasi campinas abolicao;Rua da Abolição;Ponte Preta;Campinas;SP;Sudeste;13041-445;1.185.977;-22.9184528;-47.0546529;2662;9502;08/10/2025
cobasi;pet shop cobasi campinas amoreiras;Avenida Ruy Rodriguez;Jardim Novo Campos Elíseos;Campinas;SP;Sudeste;13060-192;1.185.977;-22.9099384;-47.0626332;2662;9502;08/10/2025
cobasi;pet shop cobasi campinas cambui;Avenida Orosimbo Maia;Cambuí;Campinas;SP;Sudeste;13024-045;1.185.977;-22.8921264;-47.0546529;2662;9502;08/10/2025
cobasi;pet shop cobasi campinas cambui ii;Rua Coronel Francisco Andrade Coutinho;Cambuí;Campinas;SP;Sudeste;13025-190;1.185.977;-22.9048812;-47.0482191;2662;9502;08/10/2025
cobasi;pet shop cobasi campinas princesa d’ oeste;Avenida Princesa D'Oeste;Jardim Paraíso;Campinas;SP;Sudeste;13100-040;1.185.977;-22.9122981;-47.0450109;2662;9502;08/10/2025
cobasi;pet shop cobasi campinas shopping galleria;Avenida Doutor José Bonifácio Coutinho Nogueira 225;Jardim Madalena;Campinas;SP;Sudeste;13091-910;1.185.977;-22.9099384;-47.0626332;2662;9502;08/10/2025
cobasi;pet shop cobasi campinas taquaral;Avenida Doutor Theodureto de Almeida Camargo;Jardim Nossa Senhora Auxiliadora;Campinas;SP;Sudeste;13075-630;1.185.977;-22.8741326;-47.0694663;2662;9502;08/10/2025
cobasi;pet shop cobasi campo grande ms;Avenida Afonso Pena;Jardim dos Estados;Campo Grande;MS;Centro-Oeste;79020-000;954.537;-20.4697105;-54.6201211;2169;2704;08/10/2025
cobasi;pet shop cobasi campo limpo;Rua Doutor Joviano Pacheco de Aguirre;Jardim Bom Refúgio;São Paulo;SP;Sudeste;05788-290;11.895.578;-23.9897200453;-47.1178453836;2662;50308;08/10/2025
cobasi;pet shop cobasi candangolandia;Setor de Postos e Motéis Sul I;Candangolândia;Brasília;DF;Centro-Oeste;71727-800;2.982.818;-15.8495671;-47.9490349;3444;108;08/10/2025
cobasi;pet shop cobasi canoas;Avenida Farroupilha;Marechal Rondon;Canoas;RS;Sul;92020-475;359.554;-29.9181800028;-51.184;2608;4606;08/10/2025
cobasi;pet shop cobasi canoas br116;avenida getulio vargas;;canoas;RS;Sul;92010-013;359.554;;;2608;4606;08/10/2025
cobasi;pet shop cobasi cantareira norte shopping;Avenida Raimundo Pereira de Magalhães;Jardim Pirituba;São Paulo;SP;Sudeste;02984-035;11.895.578;-23.4295599827;-46.636;2662;50308;08/10/2025
cobasi;pet shop cobasi carapicuiba;Avenida Desembargador Doutor Eduardo Cunha de Abreu;Vila Municipal;Carapicuíba;SP;Sudeste;06328-330;398.462;-23.523;-46.8306995218;2662;10609;08/10/2025
cobasi;pet shop cobasi carrefour nacoes;Avenida das Nações Unidas;Vila Gertrudes;São Paulo;SP;Sudeste;04794-000;11.895.578;-23.8691200376;-46.636;2662;50308;08/10/2025
cobasi;pet shop cobasi carrao;Rua Serra de Botucatu;Vila Gomes Cardim;São Paulo;SP;Sudeste;03317-001;11.895.578;-23.3963499821;-46.636;2662;50308;08/10/2025
cobasi;pet shop cobasi casa forte;r. leonardo bezerra cavalcanti;;recife;PE;Nordeste;52060-030;1.587.707;;;1453;11606;08/10/2025
cobasi;pet shop cobasi cascavel;Avenida Brasil;Região do Lago;Cascavel;PR;Sul;85812-500;364.104;-24.9518599954;-53.4504336442;2482;4808;08/10/2025
cobasi;pet shop cobasi caxias do sul;Avenida Therezinha Pauletti Sanvitto;Sanvitto;Caxias do Sul;RS;Sul;95110-195;479.256;-29.1959000071;-51.179;2608;5108;08/10/2025
cobasi;pet shop cobasi cerro cora;Rua Cerro Corá;Vila Romana;São Paulo;SP;Sudeste;05061-400;11.895.578;-23.1800799567;-46.2346585252;2662;50308;08/10/2025
cobasi;pet shop cobasi comendador agostinho - limeira ii;Avenida Comendador Agostinho Prada;Jardim Maria Bruschi Modeneis;Limeira;SP;Sudeste;13482-220;300.728;-22.5665354;-47.3974368;2662;26902;08/10/2025
cobasi;pet shop cobasi conselheiro rodrigues alves;Rua Vergueiro;Vila Mariana;São Paulo;SP;Sudeste;04102-000;11.895.578;-23.5802582809;-46.6392371252;2662;50308;08/10/2025
cobasi;pet shop cobasi continente shopping;Rodovia BR-101;Distrito Industrial;São José;SC;Sul;88104-800;289.949;-27.6184200037;-48.624140309;2601;16602;08/10/2025
cobasi;pet shop cobasi copacabana posto 2;Avenida Nossa Senhora de Copacabana;Copacabana;Rio de Janeiro;RJ;Sudeste;22020-002;6.729.894;-22.9638439;-43.1736318;2490;4557;08/10/2025
cobasi;pet shop cobasi corifeu;Avenida Corifeu de Azevedo Marques;Butantã;São Paulo;SP;Sudeste;05582-000;11.895.578;-23.9683900444;-46.1774222099;2662;50308;08/10/2025
cobasi;pet shop cobasi cotia;Rua Luiz Silva;Parque Rincão;Cotia;SP;Sudeste;06716-030;287.004;-23.5922099921;-46.9061335148;2662;13009;08/10/2025
cobasi;pet shop cobasi criciuma;Avenida Jorge Elias de Lucca;Nossa Senhora da Salete;Criciúma;SC;Sul;88813-390;225.281;-28.6668399983;-49.37;2601;4608;08/10/2025
cobasi;pet shop cobasi cuiaba cpa;Avenida Historiador Rubens de Mendonça;Bosque da Saúde;Cuiabá;MT;Centro-Oeste;78050-000;682.932;-15.5883253;-56.0836532;2276;3403;08/10/2025
cobasi;pet shop cobasi curitiba linha verde;Avenida Senador Salgado Filho;Prado Velho;Curitiba;PR;Sul;80215-270;1.829.225;-25.4244899937;-49.2691134903;2482;6902;08/10/2025
cobasi;pet shop cobasi curitiba mario tourinho;rua general mario tourinho;;curitiba;PR;Sul;80740-016;1.829.225;;;2482;6902;08/10/2025
cobasi;pet shop cobasi curitiba novo mundo;Rua Isaac Guelmann;Novo Mundo;Curitiba;PR;Sul;81050-030;1.829.225;-25.410719998;-49.2921335542;2482;6902;08/10/2025
cobasi;pet shop cobasi df gama;Quadra Quadra 55;Setor Central (Gama);Brasília;DF;Centro-Oeste;72405-550;2.982.818;-16.019879;-48.0670828;3444;108;08/10/2025
cobasi;pet shop cobasi go planaltina;Área AEN 19;Setor Norte (Planaltina);Brasília;DF;Centro-Oeste;73340-190;110.619;-15.6060191;-47.6603747;2098;17609;08/10/2025
cobasi;pet shop cobasi df plaza shopping;Rua Copaíba;Norte (Águas Claras);Brasília;DF;Centro-Oeste;71919-540;2.982.818;-15.8336667;-48.039146;3444;108;08/10/2025
cobasi;pet shop cobasi diadema;Avenida Presidente Kennedy;Centro;Diadema;SP;Sudeste;09913-000;404.118;-23.6877100081;-46.623;2662;13801;08/10/2025
cobasi;pet shop cobasi eco mall pinheirinho;Rodovia BR-116;Xaxim;Curitiba;PR;Sul;81690-300;1.829.225;-25.3830899924;-49.2232726872;2482;6902;08/10/2025
cobasi;pet shop cobasi embu das artes;Rua Alexandre Kadunc;Tingidor;Embu das Artes;SP;Sudeste;06803-045;259.323;-23.652609;-46.8487976;2662;15004;08/10/2025
cobasi;pet shop cobasi embu das artes ii;Rua São Luiz;Centro;Embu das Artes;SP;Sudeste;06840-050;259.323;-23.649;-46.8418801256;2662;15004;08/10/2025
cobasi;pet shop cobasi engenheiro caetano alvares;av. eng. caetano alvares;;sao paulo;SP;Sudeste;indisponivel;11.895.578;;;2662;50308;08/10/2025
cobasi;pet shop cobasi epitacio pessoa;Avenida Presidente Epitácio Pessoa;Tambauzinho;João Pessoa;PB;Nordeste;58042-006;888.679;-7.1236539;-34.8472401;1401;7507;08/10/2025
cobasi;pet shop cobasi ermano marchetti;Rua Luiz Gatti;Água Branca;São Paulo;SP;Sudeste;05038-150;11.895.578;-23.9136700368;-46.2371129198;2662;50308;08/10/2025
cobasi;pet shop cobasi estr. do campo limpo;Estrada do Campo Limpo;Pirajussara;São Paulo;SP;Sudeste;05787-000;11.895.578;-23.1063699481;-46.1542527848;2662;50308;08/10/2025
cobasi;pet shop cobasi estrada de itapecerica;Estrada de Itapecerica;Vila Maracanã;São Paulo;SP;Sudeste;05835-005;11.895.578;-23.1004299469;-46.1477732007;2662;50308;08/10/2025
cobasi;pet shop cobasi feira de santana;Avenida Governador João Durval Carneiro;Tomba;Feira de Santana;BA;Nordeste;44090-008;657.948;-12.2958364;-38.9485423;1366;10800;08/10/2025
cobasi;pet shop cobasi florianopolis;Rodovia José Carlos Daux;Saco Grande;Florianópolis;SC;Sul;88032-005;576.361;-27.597;-48.5435160762;2601;5407;08/10/2025
cobasi;pet shop cobasi florianopolis centro;Rua Francisco Tolentino;Centro;Florianópolis;SC;Sul;88010-200;576.361;-27.5967299983;-48.5493046639;2601;5407;08/10/2025
cobasi;pet shop cobasi fortaleza aldeota;Avenida Santos Dumont;Aldeota;Fortaleza;CE;Nordeste;60150-162;2.574.412;-3.7357094;-38.5069693;1225;4400;08/10/2025
cobasi;pet shop cobasi fortaleza meireles;Avenida Barão de Studart;Aldeota;Fortaleza;CE;Nordeste;60120-024;2.574.412;-3.7357094;-38.5069693;1225;4400;08/10/2025
cobasi;pet shop cobasi fortaleza open mall;Avenida Washington Soares;Engenheiro Luciano Cavalcante;Fortaleza;CE;Nordeste;60810-350;2.574.412;-3.7749868;-38.4876205;1225;4400;08/10/2025
cobasi;pet shop cobasi franca;Avenida Doutor Antônio Barboza Filho;Jardim Francano;Franca;SP;Sudeste;14405-000;364.331;-20.5428416;-47.4081341;2662;16200;08/10/2025
cobasi;pet shop cobasi frei gaspar;Avenida Brigadeiro Faria Lima;Centro;São Bernardo do Campo;SP;Sudeste;09720-010;840.499;-23.7005700093;-46.5721748124;2662;48708;08/10/2025
cobasi;pet shop cobasi goiania decathlon;Avenida I;Jardim Goiás;Goiânia;GO;Centro-Oeste;74810-075;1.494.599;-16.6486358;-49.1885389;2098;8707;08/10/2025
cobasi;pet shop cobasi goiania t63;Avenida T 63;Anhanguera;Goiânia;GO;Centro-Oeste;74335-104;1.494.599;-16.7202577;-49.3009077;2098;8707;08/10/2025
cobasi;pet shop cobasi granja vianna;Avenida Marginal;Parque São George;Cotia;SP;Sudeste;06708-030;287.004;-23.604;-46.911830128;2662;13009;08/10/2025
cobasi;pet shop cobasi guaruja;Avenida Leomil;Pitangueiras;Guarujá;SP;Sudeste;11410-160;294.973;-23.9948444;-46.2568678;2662;18701;08/10/2025
cobasi;pet shop cobasi guarulhos;Avenida Aniello Pratici;Jardim Santa Francisca;Guarulhos;SP;Sudeste;07013-000;1.345.364;-23.4634500008;-46.533;2662;18800;08/10/2025
cobasi;pet shop cobasi guarulhos centro;Rua Egisto Thomaz;Jardim Maia;Guarulhos;SP;Sudeste;07115-180;1.345.364;-23.440589996;-46.5085700651;2662;18800;08/10/2025
cobasi;pet shop cobasi guarulhos sakamoto;rodovia presidente dutra km 210;;guarulhos;SP;Sudeste;indisponivel;1.345.364;;;2662;18800;08/10/2025
cobasi;pet shop cobasi guarulhos timoteo penteado;Avenida Doutor Timóteo Penteado;Vila Hulda;Guarulhos;SP;Sudeste;07094-000;1.345.364;-23.4817200081;-46.5125926597;2662;18800;08/10/2025
cobasi;pet shop cobasi higienopolis;Avenida Angélica;Santa Cecília;São Paulo;SP;Sudeste;01228-000;11.895.578;-23.5403499917;-46.6443449262;2662;50308;08/10/2025
cobasi;pet shop cobasi iguatemi campinas;Avenida Iguatemi;Vila Brandina;Campinas;SP;Sudeste;13092-500;1.185.977;-22.8936642;-47.0278715;2662;9502;08/10/2025
cobasi;pet shop cobasi iguatemi fortaleza;Rua Albert Sabin;Guararapes;Fortaleza;CE;Nordeste;60810-060;2.574.412;-3.7318616;-38.5266704;1225;4400;08/10/2025
cobasi;pet shop cobasi imigrantes;Avenida Professor Abraão de Morais;Saúde;São Paulo;SP;Sudeste;04123-011;11.895.578;-23.548;-46.8962632735;2662;50308;08/10/2025
cobasi;pet shop cobasi imirim;Avenida Imirim;Imirim;São Paulo;SP;Sudeste;02465-300;11.895.578;-23.6262100157;-46.5506854769;2662;50308;08/10/2025
cobasi;pet shop cobasi indaiatuba;Avenida Presidente Vargas;Cidade Nova I;Indaiatuba;SP;Sudeste;13334-085;267.796;-23.0871466;-47.2045596;2662;20509;08/10/2025
cobasi;pet shop cobasi interlar interlagos;Avenida Interlagos;Jardim Umuarama;São Paulo;SP;Sudeste;04661-100;11.895.578;-23.242269969;-46.636;2662;50308;08/10/2025
cobasi;pet shop cobasi itajai;Avenida Osvaldo Reis;Praia Brava de Itajaí;Itajaí;SC;Sul;88306-600;287.289;-26.9060199954;-48.6642203974;2601;8203;08/10/2025
cobasi;pet shop cobasi itaquaquecetuba davo;Avenida Ítalo Adami;Vila Zeferina;Itaquaquecetuba;SP;Sudeste;08573-000;382.521;-23.486;-46.3504532325;2662;23107;08/10/2025
cobasi;pet shop cobasi itaquera;avenida itaquera;;sao paulo;SP;Sudeste;indisponivel;11.895.578;;;2662;50308;08/10/2025
cobasi;pet shop cobasi jabaquara;Avenida Engenheiro George Corbisier;Jabaquara;São Paulo;SP;Sudeste;04345-001;11.895.578;-23.6482179;-46.6457286;2662;50308;08/10/2025
cobasi;pet shop cobasi jaboatao dos guararapes;Avenida Bernardo Vieira de Melo;Piedade;Jaboatão dos Guararapes;PE;Nordeste;54410-010;683.285;-8.1775463;-34.9170705;1453;7901;08/10/2025
cobasi;pet shop cobasi jacarei tenda;Praça Charles Gates;Jardim das Indústrias;Jacareí;SP;Sudeste;12306-090;249.968;-23.2987827;-45.9662542;2662;24402;08/10/2025
cobasi;pet shop cobasi jardim japao;Avenida Jardim Japão;Jardim Brasil (Zona Norte);São Paulo;SP;Sudeste;02221-001;11.895.578;-23.5904800081;-46.636;2662;50308;08/10/2025
cobasi;pet shop cobasi jau;Avenida Anna Claudina;Jardim Estádio;Jaú;SP;Sudeste;17203-381;137.323;-22.3019794;-48.5711073;2662;25300;08/10/2025
cobasi;pet shop cobasi jd. botanico;cj smdb area especial d;;brasilia;DF;Centro-Oeste;indisponivel;2.982.818;;;3444;108;08/10/2025
cobasi;pet shop cobasi joinville;Avenida Rolf Wiest;Bom Retiro;Joinville;SC;Sul;89223-005;654.888;-26.304;-48.8668822445;2601;9102;08/10/2025
cobasi;pet shop cobasi juiz de fora jardim norte;Rua Bernardo Mascarenhas;Mariano Procópio;Juiz de Fora;MG;Sudeste;36080-000;565.764;-21.7466546;-43.3645759;2001;36702;08/10/2025
cobasi;pet shop cobasi jundiai;Rua José Amato;Ponte de Campinas;Jundiaí;SP;Sudeste;13201-141;460.313;-23.1753283;-46.896855;2662;25904;08/10/2025
cobasi;pet shop cobasi lauro de freitas;Avenida Santos Dumont;Pitangueiras;Lauro de Freitas;BA;Nordeste;42701-260;217.960;-12.8983086;-38.3315104;1366;19207;08/10/2025
cobasi;pet shop cobasi limeira;Avenida Carlos Kuntz Busch 800;Parque Egisto Ragazzo;Limeira;SP;Sudeste;13485-905;300.728;-22.5319933;-47.3865929;2662;26902;08/10/2025
cobasi;pet shop cobasi londrina centro;Rua Minas Gerais;Centro;Londrina;PR;Sul;86010-170;577.318;-23.3102700011;-51.162706002;2482;13700;08/10/2025
cobasi;pet shop cobasi londrina madre leonia;Avenida Madre Leônia Milito;Bela Suiça;Londrina;PR;Sul;86050-270;577.318;-23.2897499895;-51.163;2482;13700;08/10/2025
cobasi;pet shop cobasi mboi mirim;Estrada do M'Boi Mirim;Jardim Regina;São Paulo;SP;Sudeste;04905-002;11.895.578;-23.1954699595;-46.636;2662;50308;08/10/2025
cobasi;pet shop cobasi maceio fernandes lima;Avenida Fernandes Lima;Farol;Maceió;AL;Nordeste;57055-000;994.464;-9.644236;-35.7353057;1331;4302;08/10/2025
cobasi;pet shop cobasi maracanau;Rua João de Alencar;Centro;Maracanaú;CE;Nordeste;61900-150;249.684;-3.879072;-38.6235321;1225;7650;08/10/2025
cobasi;pet shop cobasi marechal tito;Avenida Marechal Tito;São Miguel Paulista;São Paulo;SP;Sudeste;08022-000;11.895.578;-23.0829699511;-46.636;2662;50308;08/10/2025
cobasi;pet shop cobasi marginal pinheiros;Avenida das Nações Unidas;Vila Almeida;São Paulo;SP;Sudeste;04795-100;11.895.578;-23.2268799659;-46.9862902068;2662;50308;08/10/2025
cobasi;pet shop cobasi marginal tiete;Rua Maria Prestes Maia;Vila Guilherme;São Paulo;SP;Sudeste;02047-000;11.895.578;-23.520549989;-46.6659435382;2662;50308;08/10/2025
cobasi;pet shop cobasi maringa;Avenida João Paulino Vieira Filho;Zona 01;Maringá;PR;Sul;87020-015;425.983;-23.4277900063;-51.9359593904;2482;15200;08/10/2025
cobasi;pet shop cobasi marilia;Avenida Sampaio Vidal;Centro;Marília;SP;Sudeste;17500-022;246.627;-22.2175846;-49.9505291;2662;29005;08/10/2025
cobasi;pet shop cobasi minas shopping;avenida cristiano machado;;belo horizonte;MG;Sudeste;31160-959;2.416.339;;;2001;6200;08/10/2025
cobasi;pet shop cobasi moema passaros;Avenida Ibirapuera;Indianópolis;São Paulo;SP;Sudeste;04028-002;11.895.578;-23.548;-46.3865360374;2662;50308;08/10/2025
cobasi;pet shop cobasi moinhos dos ventos;Rua Miguel Tostes;Rio Branco;Porto Alegre;RS;Sul;90430-060;1.389.322;-30.033;-51.2181488219;2608;14902;08/10/2025
cobasi;pet shop cobasi mooca;Avenida Alcântara Machado;Brás;São Paulo;SP;Sudeste;03101-000;11.895.578;-23.419839982;-46.7758019259;2662;50308;08/10/2025
cobasi;pet shop cobasi morumbi;Avenida Giovanni Gronchi;Vila Andrade;São Paulo;SP;Sudeste;05724-003;11.895.578;-23.1148299492;-46.1634812825;2662;50308;08/10/2025
cobasi;pet shop cobasi natal;Avenida Senador Salgado Filho;Lagoa Nova;Natal;RN;Nordeste;59076-000;785.368;-5.8259362;-35.2099611;1616;8102;08/10/2025
cobasi;pet shop cobasi niteroi;Rua Marechal Deodoro;Centro;Niterói;RJ;Sudeste;24030-060;516.720;-22.8895663;-43.1191126;2490;3302;08/10/2025
cobasi;pet shop cobasi nossa senhora do carmo;Beco São Paulo;Santa Rita de Cássia;Belo Horizonte;MG;Sudeste;30335-300;2.416.339;-19.9529456;-43.94026;2001;6200;08/10/2025
cobasi;pet shop cobasi nova cantareira;avenida nova cantareira;;sao paulo;SP;Sudeste;indisponivel;11.895.578;;;2662;50308;08/10/2025
cobasi;pet shop cobasi novo hamburgo;Avenida Primeiro de Março;Pátria Nova;Novo Hamburgo;RS;Sul;93320-102;235.879;-29.6968555;-51.1312489;2608;13409;08/10/2025
cobasi;pet shop cobasi osasco;Avenida dos Autonomistas;Centro;Osasco;SP;Sudeste;06090-010;756.952;-23.5234599921;-46.8024054244;2662;34401;08/10/2025
cobasi;pet shop cobasi osasco joao andrade;Avenida João de Andrade;Santo Antônio;Osasco;SP;Sudeste;06132-006;756.952;-23.533;-46.7777661708;2662;34401;08/10/2025
cobasi;pet shop cobasi poa assis brasil;Avenida Assis Brasil;Jardim Lindóia;Porto Alegre;RS;Sul;91010-003;1.389.322;-30.0569400052;-51.2576527369;2608;14902;08/10/2025
cobasi;pet shop cobasi poa av. brasil;Avenida Brasil;Navegantes;Porto Alegre;RS;Sul;90230-061;1.389.322;-30.0267899985;-51.2371730785;2608;14902;08/10/2025
cobasi;pet shop cobasi poa bollogna mall;Avenida Coronel Marcos;Pedra Redonda;Porto Alegre;RS;Sul;91760-000;1.389.322;-29.9690099925;-51.1560861131;2608;14902;08/10/2025
cobasi;pet shop cobasi poa central parque;Avenida Ipiranga;Jardim Botânico;Porto Alegre;RS;Sul;91530-000;1.389.322;-30.0851100109;-51.2901914831;2608;14902;08/10/2025
cobasi;pet shop cobasi palmas;Quadra 105 Norte Alameda das Aroeiras;Plano Diretor Norte;Palmas;TO;Norte;77001-048;323.625;-10.1778543316;-48.3453318282;1737;21000;08/10/2025
cobasi;pet shop cobasi park shopping jacarepagua;Rua Francisco Dantas;Freguesia (Jacarepaguá);Rio de Janeiro;RJ;Sudeste;22753-045;6.729.894;-22.9465657;-43.3406704;2490;4557;08/10/2025
cobasi;pet shop cobasi parque olimpico;Avenida Embaixador Abelardo Bueno;Barra da Tijuca;Rio de Janeiro;RJ;Sudeste;22775-040;6.729.894;-22.9727518094;-43.3884886319;2490;4557;08/10/2025
cobasi;pet shop cobasi passo fundo shopping;Avenida Presidente Vargas;São Cristóvão;Passo Fundo;RS;Sul;99064-000;214.564;-28.2512099968;-52.3936141843;2608;14100;08/10/2025
cobasi;pet shop cobasi paulinia;Avenida José Paulino;Morumbi;Paulínia;SP;Sudeste;13140-723;115.690;-22.7585615;-47.1596551;2662;36505;08/10/2025
cobasi;pet shop cobasi pelotas;Avenida Ferreira Viana;Areal;Pelotas;RS;Sul;96085-000;336.131;-31.772;-52.3312491227;2608;14407;08/10/2025
cobasi;pet shop cobasi pinhais;Rua Primeiro de Maio;Centro;Pinhais;PR;Sul;83323-020;131.199;-25.4431999951;-49.194993365;2482;19152;08/10/2025
cobasi;pet shop cobasi piracicaba;Avenida Limeira;Areião;Piracicaba;SP;Sudeste;13414-018;438.827;-22.7033977;-47.6516183;2662;38709;08/10/2025
cobasi;pet shop cobasi piracicaba independencia;Avenida Independência;Cidade Alta;Piracicaba;SP;Sudeste;13419-160;438.827;-22.7347253;-47.6497317;2662;38709;08/10/2025
cobasi;pet shop cobasi poa wenceslau escobar;Avenida Wenceslau Escobar;Cristal;Porto Alegre;RS;Sul;91900-000;1.389.322;-29.9598299876;-51.23;2608;14902;08/10/2025
cobasi;pet shop cobasi pompeia;Rua Carlos Vicari;Água Branca;São Paulo;SP;Sudeste;05033-070;11.895.578;-23.548;-47.0341998539;2662;50308;08/10/2025
cobasi;pet shop cobasi ponta grossa;Avenida Ernesto Vilela;Nova Rússia;Ponta Grossa;PR;Sul;84070-000;372.562;-25.1167800028;-50.1379497979;2482;19905;08/10/2025
cobasi;pet shop cobasi ponta grossa ii;Rua Ermelino de Leão;Olarias;Ponta Grossa;PR;Sul;84035-000;372.562;-25.0850099959;-50.1730312942;2482;19905;08/10/2025
cobasi;pet shop cobasi portal do morumbi;Avenida Doutor Guilherme Dumont Vilares 1210/1230;Jardim Londrina;São Paulo;SP;Sudeste;05640-902;11.895.578;-23.548;-46.763235456;2662;50308;08/10/2025
cobasi;pet shop cobasi porto alegre iguatemi;Rua Antônio Carlos Berta;Jardim Europa;Porto Alegre;RS;Sul;91340-020;1.389.322;-30.033;-51.279379889;2608;14902;08/10/2025
cobasi;pet shop cobasi porto alegre ipiranga;Avenida Ipiranga;Partenon;Porto Alegre;RS;Sul;90610-001;1.389.322;-30.0191399903;-51.246009487;2608;14902;08/10/2025
cobasi;pet shop cobasi praia grande;Avenida Ayrton Senna da Silva;Sítio do Campo;Praia Grande;SP;Sudeste;11726-000;365.577;-23.99403;-46.4061432;2662;41000;08/10/2025
cobasi;pet shop cobasi praia grande ocian;Avenida Presidente Kennedy;Ocian;Praia Grande;SP;Sudeste;11704-105;365.577;-24.025682;-46.479251;2662;41000;08/10/2025
cobasi;pet shop cobasi praca da arvore;Avenida Jabaquara;Mirandópolis;São Paulo;SP;Sudeste;04046-000;11.895.578;-23.317419971;-46.636;2662;50308;08/10/2025
cobasi;pet shop cobasi rj norte shopping;Avenida Dom Hélder Câmara 5474;Cachambi;Rio de Janeiro;RJ;Sudeste;20771-900;6.729.894;-22.8814021;-43.2934758;2490;4557;08/10/2025
cobasi;pet shop cobasi raposo tavares;Rodovia Raposo Tavares;Conjunto Residencial Butantã;São Paulo;SP;Sudeste;05576-000;11.895.578;-23.548;-46.1779130886;2662;50308;08/10/2025
cobasi;pet shop cobasi reboucas;Avenida Rebouças;Pinheiros;São Paulo;SP;Sudeste;05402-300;11.895.578;-23.146329956;-46.1978427136;2662;50308;08/10/2025
cobasi;pet shop cobasi recife;rua padre carapuceiro;;recife;PE;Nordeste;50020-280;1.587.707;;;1453;11606;08/10/2025
cobasi;pet shop cobasi ribeirao dom pedro i;Avenida Dom Pedro I;Ipiranga;Ribeirão Preto;SP;Sudeste;14055-630;728.400;-21.1529926;-47.8231922;2662;43402;08/10/2025
cobasi;pet shop cobasi ribeirao preto ii (loja maurilio biagi);Avenida Maurílio Biagi;Santa Cruz do José Jacques;Ribeirão Preto;SP;Sudeste;14020-750;728.400;-21.1704008;-47.8103238;2662;43402;08/10/2025
cobasi;pet shop cobasi ribeirao preto iguatemi;Avenida Luiz Eduardo Toledo Prado;Vila do Golf;Ribeirão Preto;SP;Sudeste;14027-250;728.400;-21.1704008;-47.8103238;2662;43402;08/10/2025
cobasi;pet shop cobasi ribeirao preto presidente vargas;Praça Presidente Vargas;Vila Abranches;Ribeirão Preto;SP;Sudeste;14093-129;728.400;-21.18607;-47.7557423;2662;43402;08/10/2025
cobasi;pet shop cobasi ricardo jafet;Avenida Doutor Ricardo Jafet;Vila Firmiano Pinto;São Paulo;SP;Sudeste;04123-030;11.895.578;-23.3093199739;-46.636;2662;50308;08/10/2025
cobasi;pet shop cobasi rio das pedras;Rua Jorge Ogushi;Jardim Vila Formosa;São Paulo;SP;Sudeste;03471-000;11.895.578;-23.548;-46.8201772583;2662;50308;08/10/2025
cobasi;pet shop cobasi rio de janeiro campo grande;Estrada do Monteiro;Campo Grande;Rio de Janeiro;RJ;Sudeste;23045-830;6.729.894;-22.9035842;-43.5662438;2490;4557;08/10/2025
cobasi;pet shop cobasi rui barbosa;Praça Rui Barbosa;Centro;Curitiba;PR;Sul;80010-030;1.829.225;-25.4280900038;-49.2729003419;2482;6902;08/10/2025
