empresa;nome;logradouro;bairro;cidade;estado;regiao;cep;populacao;latitude;longitude;renda_domiciliar_per_capita;cod_cidade;data_extracao
petland;petland rudge ramos;Avenida Caminho do Mar;Rudge Ramos;São Bernardo do Campo;SP;Sudeste;09609-000;840.499;-23.694540002;-46.565;2662;48708;08/10/2025
petland;petland rio madeira;Avenida Prefeito Chiquilito Erse;Embratel;Porto Velho;RO;Norte;76820-763;514.873;-8.7493383;-63.8847376;1717;205;08/10/2025
petland;petland renascenca;Avenida Jornalista Miércio Jorge;Jardim Renascença;São Luís;MA;Nordeste;65075-675;1.088.057;-2.4986283;-44.2879209;1077;11300;08/10/2025
petland;petland canal 6;Avenida Doutor Epitácio Pessoa;Boqueirão;Santos;SP;Sudeste;11045-301;429.567;-23.9648026;-46.3235849;2662;48500;08/10/2025
petland;petland pompeia;Rua Euclides da Cunha;Pompéia;Santos;SP;Sudeste;11065-101;429.567;-23.9665048;-46.3421313;2662;48500;08/10/2025
petland;petland pedreira;;;Pedreira;SP;Sudeste;13920-000;44.332;-22.7418249;-46.8952876;2662;37107;08/10/2025
petland;petland passos;Praça Geraldo da Silva Maia;Centro;Passos;MG;Sudeste;37900-096;116.530;-20.7222202;-46.6090216;2001;47907;08/10/2025
petland;petland parque pinheiros;Rua Doutor Mário Augusto Pereira;Jardim São Paulo;Taboão da Serra;SP;Sudeste;06767-330;284.274;-23.602;-46.7469106099;2662;52809;08/10/2025
petland;petland oficinas;;;ponta grossa;PR;Sul;84045-959;372.562;;;2482;19905;08/10/2025
petland;petland mooca;Avenida Paes de Barros;Mooca;São Paulo;SP;Sudeste;03114-000;11.895.578;-23.6774200144;-46.636;2662;50308;08/10/2025
petland;petland moema passaros;Avenida Pavão;Indianópolis;São Paulo;SP;Sudeste;04516-012;11.895.578;-23.8375300332;-46.9518306068;2662;50308;08/10/2025
petland;petland moema indios;Alameda dos Nhambiquaras;Indianópolis;São Paulo;SP;Sudeste;04090-011;11.895.578;-23.783080026;-46.3795655761;2662;50308;08/10/2025
petland;petland marape;Rua Godofredo Fraga;Marapé;Santos;SP;Sudeste;11070-400;429.567;-23.9556817;-46.3468306;2662;48500;08/10/2025
petland;petland praia grande mallet;Avenida Marechal Mallet;Canto do Forte;Praia Grande;SP;Sudeste;11700-405;365.577;-24.0070324;-46.4067837;2662;41000;08/10/2025
petland;petland mackenzie mall;Avenida Tucunaré;Tamboré;Barueri;SP;Sudeste;06460-020;330.339;-23.5225200027;-46.8885629334;2662;5708;08/10/2025
petland;petland joquei clube;Avenida Jóquei Clube;Jóquei;Teresina;PI;Nordeste;64049-240;902.644;-5.0745246;-42.784648;1350;11001;08/10/2025
petland;petland joao fiusa;Avenida Professor João Fiúsa;Jardim Botânico;Ribeirão Preto;SP;Sudeste;14024-250;728.400;-21.1704008;-47.8103238;2662;43402;08/10/2025
petland;petland jardins;Rua Bela Cintra;Consolação;São Paulo;SP;Sudeste;01415-001;11.895.578;-23.5524085573;-46.655224424;2662;50308;08/10/2025
petland;petland jaguariuna;Avenida Antonio Pinto Catão;Loteamento Capotuna;Jaguariúna;SP;Sudeste;13912-180;61.801;-22.6928981;-46.9804537;2662;24709;08/10/2025
petland;petland itarare;Avenida Presidente Wilson;Itararé;São Vicente;SP;Sudeste;11320-001;338.407;-23.9682565;-46.3762476;2662;51009;08/10/2025
petland;petland homero;Avenida Homero Castelo Branco;Planalto;Teresina;PI;Nordeste;64050-010;902.644;-5.056108;-42.7826894;1350;11001;08/10/2025
petland;petland guilhermina;Avenida Presidente Kennedy;Guilhermina;Praia Grande;SP;Sudeste;11702-205;365.577;-24.0072448;-46.4298225;2662;41000;08/10/2025
petland;petland graca;Rua da Graça;Graça;Salvador;BA;Nordeste;40150-055;2.568.928;-12.997443;-38.5255692;1366;27408;08/10/2025
petland;petland embare;Avenida Doutor Epitácio Pessoa;Boqueirão;Santos;SP;Sudeste;11045-300;429.567;-23.9648026;-46.3235849;2662;48500;08/10/2025
petland;petland canal 2;Avenida Doutor Bernardino de Campos;Campo Grande;Santos;SP;Sudeste;11065-003;429.567;-23.9582251;-46.3379206;2662;48500;08/10/2025
petland;petland canal 1;Avenida Senador Pinheiro Machado;Marapé;Santos;SP;Sudeste;11075-001;429.567;-23.9556817;-46.3468306;2662;48500;08/10/2025
petland;petland campolim;Avenida Antônio Carlos Comitre;Parque Campolim;Sorocaba;SP;Sudeste;18047-620;757.459;-23.5226839;-47.4649254;2662;52205;08/10/2025
petland;petland boqueirao;Rua Bento de Abreu;Boqueirão;Santos;SP;Sudeste;11045-140;429.567;-23.966871;-46.32075;2662;48500;08/10/2025
petland;petland batel;Rua Comendador Araújo;Centro;Curitiba;PR;Sul;80420-000;1.829.225;-25.4202599958;-49.273;2482;6902;08/10/2025
petland;petland aparecida;Rua Alexandre Martins;Aparecida;Santos;SP;Sudeste;11025-201;429.567;-23.9735381;-46.3055176;2662;48500;08/10/2025
petland;petland alphaville;Avenida Yojiro Takaoka;Alphaville;Santana de Parnaíba;SP;Sudeste;06541-038;162.341;-23.444;-46.9311451441;2662;47304;08/10/2025
petland;petland holandeses;Avenida dos Holandeses;Calhau;São Luís;MA;Nordeste;65071-380;1.088.057;-2.4935147;-44.2786188;1077;11300;08/10/2025
petland;petland cohatrac;Rua Doze;Cohatrac II;São Luís;MA;Nordeste;65053-820;1.088.057;-2.5382728;-44.2072109;1077;11300;08/10/2025
petland;petland cohama;Avenida Atlântica;Olho D'Água;São Luís;MA;Nordeste;65067-430;1.088.057;-2.4810648;-44.2364591;1077;11300;08/10/2025
petland;petland belvedere;Avenida Luíz Paulo Franco;Belvedere;Belo Horizonte;MG;Sudeste;30320-570;2.416.339;-19.9744935;-43.9416242;2001;6200;08/10/2025
