empresa;nome;logradouro;bairro;cidade;estado;regiao;cep;populacao;latitude;longitude;renda_domiciliar_per_capita;cidade_cod_ibge;data_extracao
cobasi;Pet Shop Cobasi Brasília Taquari;SHTQ Avenida Comercial;;Brasília;DF;Centro-Oeste;71551-010;2982818.0;;;3444.0;5300108.0;08/10/2025
cobasi;Pet Shop Cobasi Braz Leme;Avenida Braz Leme;;São Paulo;SP;Sudeste;02511-000;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Brooklin;Avenida Washington Luis;;São Paulo;SP;Sudeste;04627-003;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Buritis;Avenida Professor Mário Werneck;;Belo Horizonte;MG;Sudeste;30575-180;2416339.0;;;2001.0;3100104.0;08/10/2025
cobasi;Pet Shop Cobasi Butantã;Av. Profº Francisco Morato;;São Paulo;SP;Sudeste;05513-300;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Cachoeirinha;Av Parada Pinto;;São Paulo;SP;Sudeste;02611-002;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Caminho do Mar;Avenida Caminho do Mar;;São Bernardo do Campo;SP;Sudeste;09609-000;840499.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Campinas Abolição;Rua da Abolição;;Campinas;SP;Sudeste;13041-445;1185977.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Campinas Amoreiras;Av. Ruy Rodrigues;;Campinas;SP;Sudeste;13060-192;1185977.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Campinas Cambuí;Av. Orosimbo Maia;;Campinas;SP;Sudeste;13024-045;1185977.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Campinas Cambuí II;Rua Coronel Francisco Andrade Coutinho;;Campinas;SP;Sudeste;13025-190;1185977.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Campinas Princesa d’ Oeste;Av. Princesa D'Oeste;;Campinas;SP;Sudeste;13100-040;1185977.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Campinas Shopping Galleria;Rodovia Dom Pedro I;;Campinas;SP;Sudeste;13091-910;1185977.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Campinas Taquaral;Avenida Doutor Theodureto de Almeida Camargo;;Campinas;SP;Sudeste;13075-630;1185977.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Campo Grande MS;Avenida Afonso Pena;;Campo Grande;MS;Centro-Oeste;79020-000;954537.0;;;2169.0;5000203.0;08/10/2025
cobasi;Pet Shop Cobasi Campo Limpo;Avenida Carlos Lacerda;;São Paulo;SP;Sudeste;05788-290;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Candangolandia;Setor de Postos e Motéis Sul I;;Brasília;DF;Centro-Oeste;71727-800;2982818.0;;;3444.0;5300108.0;08/10/2025
cobasi;Pet Shop Cobasi Canoas;Avenida Farroupilha;;Canoas;RS;Sul;92020-475;359554.0;;;2608.0;4300034.0;08/10/2025
cobasi;Pet Shop Cobasi Canoas BR116;Avenida Getulio Vargas;;Canoas;RS;Sul;92010-013;359554.0;;;2608.0;4300034.0;08/10/2025
cobasi;Pet Shop Cobasi Cantareira Norte Shopping;Avenida Raimundo Pereira de Magalhães;;São Paulo;SP;Sudeste;02984-035;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Carapicuíba;Avenida Desembargador Doutor Eduardo Cunha de Abreu;;Carapicuíba;SP;Sudeste;06328-330;398462.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Carrefour Nações;Avenida das Nações Unidas;;São Paulo;SP;Sudeste;04794-000;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Carrão;Rua Serra de Botucatu;;São Paulo;SP;Sudeste;03317-001;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Casa Forte;R. Leonardo Bezerra Cavalcanti;;Recife;PE;Nordeste;52060-030;1587707.0;;;1453.0;2600054.0;08/10/2025
cobasi;Pet Shop Cobasi Cascavel;Av. Brasil;;Cascavel;PR;Sul;85812-500;364104.0;;;2482.0;4100103.0;08/10/2025
cobasi;Pet Shop Cobasi Caxias do Sul;Rodovia RSC 453;;Caxias do Sul;RS;Sul;95110-195;479256.0;;;2608.0;4300034.0;08/10/2025
cobasi;Pet Shop Cobasi Cerro Corá;Rua  Cerro Corá;;São Paulo;SP;Sudeste;05061-400;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Comendador Agostinho - Limeira II;Avenida Comendador Agostinho Prada;;Limeira;SP;Sudeste;13482-220;300728.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Conselheiro Rodrigues Alves;Av. Conselheiro Rodrigues Alves;;São Paulo;SP;Sudeste;04102-000;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Continente Shopping;Rodovia BR 101 - KM211 Continente Park Shopping;;São José;SC;Sul;88104-800;289949.0;;;2601.0;4200051.0;08/10/2025
cobasi;Pet Shop Cobasi Copacabana Posto 2;Avenida Nossa Senhora de Copacabana;;Rio de Janeiro;RJ;Sudeste;22020-002;6729894.0;;;2490.0;3300100.0;08/10/2025
cobasi;Pet Shop Cobasi Corifeu;Avenida Corifeu de Azevedo Marques;;São Paulo;SP;Sudeste;05582-000;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Cotia;Rua Luiz Silva;;Cotia;SP;Sudeste;06716-030;287004.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Criciúma;Av Jorge Elias de Lucca;;Criciúma;SC;Sul;88813-390;225281.0;;;2601.0;4200051.0;08/10/2025
cobasi;Pet Shop Cobasi Cuiabá CPA;Avenida Historiador Rubens de Mendonça;;Cuiabá;MT;Centro-Oeste;78050-000;682932.0;;;2276.0;5100102.0;08/10/2025
cobasi;Pet Shop Cobasi Curitiba Linha Verde;Av. Senador Salgado Filho;;Curitiba;PR;Sul;80215-270;1829225.0;;;2482.0;4100103.0;08/10/2025
cobasi;Pet Shop Cobasi Curitiba Mario Tourinho;Rua General Mario Tourinho;;Curitiba;PR;Sul;80740-016;1829225.0;;;2482.0;4100103.0;08/10/2025
cobasi;Pet Shop Cobasi Curitiba Novo Mundo;Rua Isaac Guelmann;;Curitiba;PR;Sul;81050-030;1829225.0;;;2482.0;4100103.0;08/10/2025
cobasi;Pet Shop Cobasi DF Gama;Quadra 55 Lote 9;;Brasília;DF;Centro-Oeste;72405-550;2982818.0;;;3444.0;5300108.0;08/10/2025
cobasi;Pet Shop Cobasi DF Planaltina;Setor de Áreas Especiais Norte;;Planaltina;DF;;73340-190;;;;;;08/10/2025
cobasi;Pet Shop Cobasi DF Plaza Shopping;Rua Copaiba Lote 01;;Brasília;DF;Centro-Oeste;71919-540;2982818.0;;;3444.0;5300108.0;08/10/2025
cobasi;Pet Shop Cobasi Diadema;Avenida Presidente Kennedy;;Diadema;SP;Sudeste;09913-000;404118.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Eco Mall Pinheirinho;Rodovia BR-116;;Curitiba;PR;Sul;81690-300;1829225.0;;;2482.0;4100103.0;08/10/2025
cobasi;Pet Shop Cobasi Embu das Artes;Av. Elias Yazbek;;Embu das Artes;SP;Sudeste;06803-045;259323.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Embu das Artes II;Avenida João Batista Medina;;Embu das Artes;SP;Sudeste;06840-050;259323.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Engenheiro Caetano Alvares;Av. Eng. Caetano Álvares;;São Paulo;SP;Sudeste;;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Epitácio Pessoa;Avenida Presidente Epitácio Pessoa;;João Pessoa;PB;Nordeste;58042-006;888679.0;;;1401.0;2500106.0;08/10/2025
cobasi;Pet Shop Cobasi Ermano Marchetti;Rua Luiz Gatti;;São Paulo;SP;Sudeste;05038-150;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Estr. do Campo Limpo;Estrada do Campo Limpo;;São Paulo;SP;Sudeste;05787-000;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Estrada de Itapecerica;Estrada de Itapecerica;;São Paulo;SP;Sudeste;05835-005;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Feira de Santana;Avenida João Durval Carneiro;;Feira de Santana;BA;Nordeste;44090-008;657948.0;;;1366.0;2900108.0;08/10/2025
cobasi;Pet Shop Cobasi Florianópolis;Rodovia Jose Carlos Daux;;Florianópolis;SC;Sul;88032-005;576361.0;;;2601.0;4200051.0;08/10/2025
cobasi;Pet Shop Cobasi Florianópolis Centro;Rua Francisco Tolentino;;Florianópolis;SC;Sul;88010-200;576361.0;;;2601.0;4200051.0;08/10/2025
cobasi;Pet Shop Cobasi Fortaleza Aldeota;Av. Santos Dumont;;Fortaleza;CE;Nordeste;60150-162;2574412.0;;;1225.0;2300101.0;08/10/2025
cobasi;Pet Shop Cobasi Fortaleza Meireles;Avenida Barao de Studart;;Fortaleza;CE;Nordeste;60120-024;2574412.0;;;1225.0;2300101.0;08/10/2025
cobasi;Pet Shop Cobasi Fortaleza Open Mall;Avenida Washington Soares;;Fortaleza;CE;Nordeste;60810-350;2574412.0;;;1225.0;2300101.0;08/10/2025
cobasi;Pet Shop Cobasi Franca;Avenida Doutor Antonio Barboza Filho;;Franca;SP;Sudeste;14405-000;364331.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Frei Gaspar;Avenida Brigadeiro Faria Lima;;São Bernardo do Campo;SP;Sudeste;09720-010;840499.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Goiânia Decathlon;Avenida I;;Goiânia;GO;Centro-Oeste;74810-075;1494599.0;;;2098.0;5200050.0;08/10/2025
cobasi;Pet Shop Cobasi Goiânia T63;Avenida T63;;Goiânia;GO;Centro-Oeste;74335-104;1494599.0;;;2098.0;5200050.0;08/10/2025
cobasi;Pet Shop Cobasi Granja Vianna;Av. Marginal;;Cotia;SP;Sudeste;06708-030;287004.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Guarujá;Avenida Leomil;;Guarujá;SP;Sudeste;11410-160;294973.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Guarulhos;Av. Anielo Pratici;;Guarulhos;SP;Sudeste;07013-000;1345364.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Guarulhos Centro;Avenida Salgado Filho;;Guarulhos;SP;Sudeste;07115-180;1345364.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Guarulhos Sakamoto;Rodovia Presidente Dutra KM 210;;Guarulhos;SP;Sudeste;;1345364.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Guarulhos Timóteo Penteado;Avenida Doutor Timóteo Penteado;;Guarulhos;SP;Sudeste;07094-000;1345364.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Higienópolis;Avenida Angélica;;São Paulo;SP;Sudeste;01228-000;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Iguatemi Campinas;Shopping Iguatemi Campinas - Avenida Iguatemi;;Campinas;SP;Sudeste;13092-500;1185977.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Iguatemi Fortaleza;Av. Washington Soares;;Fortaleza;CE;Nordeste;60810-060;2574412.0;;;1225.0;2300101.0;08/10/2025
cobasi;Pet Shop Cobasi Imigrantes;Av. Prof Abraão de Morais;;São Paulo;SP;Sudeste;04123-011;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Imirim;Avenida Imirim;;São Paulo;SP;Sudeste;02465-300;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Indaiatuba;Avenida Presidente Vargas;;Indaiatuba;SP;Sudeste;13334-085;267796.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Interlar Interlagos;Av. Interlagos;;São Paulo;SP;Sudeste;04661-100;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Itajaí;Avenida Osvaldo Reis;;Itajai;SC;Sul;88306-600;287289.0;;;2601.0;4200051.0;08/10/2025
cobasi;Pet Shop Cobasi Itaquaquecetuba D'avó;Avenida Italo Adami;;Itaquaquecetuba;SP;Sudeste;08573-000;382521.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Itaquera;Avenida Itaquera;;São Paulo;SP;Sudeste;;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Jabaquara;Avenida Engenheiro George Corbisier;;São Paulo;SP;Sudeste;04345-001;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Jaboatão Dos Guararapes;Avenida Bernardo Vieira de Melo;;Jaboatão dos Guararapes;PE;Nordeste;54410-010;683285.0;;;1453.0;2600054.0;08/10/2025
cobasi;Pet Shop Cobasi Jacareí Tenda;Praça Charles Gates;;Jacareí;SP;Sudeste;12306-090;249968.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Jardim Japão;Avenida Jardim Japao;;São Paulo;SP;Sudeste;02221-001;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Jaú;Av. Anna Claudina;;Jaú;SP;Sudeste;17203-381;137323.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Jd. Botânico;CJ SMDB AREA ESPECIAL D;;Brasília;DF;Centro-Oeste;;2982818.0;;;3444.0;5300108.0;08/10/2025
cobasi;Pet Shop Cobasi Joinville;Avenida Rolf Wiest;;Joinville;SC;Sul;89223-005;654888.0;;;2601.0;4200051.0;08/10/2025
cobasi;Pet Shop Cobasi Juiz de Fora Jardim Norte;Av. Brasil;;Juiz de Fora;MG;Sudeste;36080-000;565764.0;;;2001.0;3100104.0;08/10/2025
cobasi;Pet Shop Cobasi Jundiaí;Rua Jose Amato;;Jundiaí;SP;Sudeste;13201-141;460313.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Lauro de Freitas;Av. Santos Dumont;;Lauro de Freitas;BA;Nordeste;42701-260;217960.0;;;1366.0;2900108.0;08/10/2025
cobasi;Pet Shop Cobasi Limeira;Avenida Carlos Kuntz Busch;;Limeira;SP;Sudeste;13485-905;300728.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Londrina Centro;Rua Minas Gerais;;Londrina;PR;Sul;86010-170;577318.0;;;2482.0;4100103.0;08/10/2025
cobasi;Pet Shop Cobasi Londrina Madre Leônia;Av. Madre Leônia Milito;;Londrina;PR;Sul;86050-270;577318.0;;;2482.0;4100103.0;08/10/2025
cobasi;Pet Shop Cobasi M'Boi Mirim;Estrada do M'Boi Mirim;;São Paulo;SP;Sudeste;04905-002;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Maceió Fernandes Lima;Avenida Fernandes Lima;;Maceió;AL;Nordeste;57055-000;994464.0;;;1331.0;2700102.0;08/10/2025
cobasi;Pet Shop Cobasi Maracanaú;Rua João de Alencar;;Maracanau;CE;Nordeste;61900-150;249684.0;;;1225.0;2300101.0;08/10/2025
cobasi;Pet Shop Cobasi Marechal Tito;Av Marechal Tito;;São Paulo;SP;Sudeste;08022-000;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Marginal Pinheiros;Avenida das Nações Unidas;;São Paulo;SP;Sudeste;04795-100;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Marginal Tietê;Rua Maria Prestes Maia;;São Paulo;SP;Sudeste;02047-000;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Maringá;Av. João Paulino Vieira Filho;;Maringá;PR;Sul;87020-015;425983.0;;;2482.0;4100103.0;08/10/2025
cobasi;Pet Shop Cobasi Marília;Avenida Sampaio Vidal;;Marília;SP;Sudeste;17500-022;246627.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Minas Shopping;Avenida Cristiano Machado;;Belo Horizonte;MG;Sudeste;31160-959;2416339.0;;;2001.0;3100104.0;08/10/2025
cobasi;Pet Shop Cobasi Moema Pássaros;Avenida Ibirapuera;;São Paulo;SP;Sudeste;04028-002;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Moinhos dos Ventos;Rua Miguel Tostes;;Porto Alegre;RS;Sul;90430-060;1389322.0;;;2608.0;4300034.0;08/10/2025
cobasi;Pet Shop Cobasi Mooca;Av. Alcântara Machado;;São Paulo;SP;Sudeste;03101-000;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Morumbi;Av. Giovanni Gronchi;;São Paulo;SP;Sudeste;05724-003;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Natal;Avenida Senador Salgado Filho;;Natal;RN;Nordeste;59076-000;785368.0;;;1616.0;2400109.0;08/10/2025
cobasi;Pet Shop Cobasi Niterói;Rua Marechal Deodoro;;Niterói;RJ;Sudeste;24030-060;516720.0;;;2490.0;3300100.0;08/10/2025
cobasi;Pet Shop Cobasi Nossa Senhora do Carmo;Av. Nossa Senhora do Carmo;;Belo Horizonte;MG;Sudeste;30335-300;2416339.0;;;2001.0;3100104.0;08/10/2025
cobasi;Pet Shop Cobasi Nova Cantareira;Avenida Nova Cantareira;;São Paulo;SP;Sudeste;;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Novo Hamburgo;Avenida Primeiro de Março;;Novo Hamburgo;RS;Sul;93320-102;235879.0;;;2608.0;4300034.0;08/10/2025
cobasi;Pet Shop Cobasi Osasco;Av. dos Autonomistas;;Osasco;SP;Sudeste;06090-010;756952.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Osasco João Andrade;Av. João de Andrade;;Osasco;SP;Sudeste;06132-006;756952.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi POA Assis Brasil;Avenida Assis Brasil;;Porto Alegre;RS;Sul;91010-003;1389322.0;;;2608.0;4300034.0;08/10/2025
cobasi;Pet Shop Cobasi POA Av. Brasil;Av. Brasil;;Porto Alegre;RS;Sul;90230-061;1389322.0;;;2608.0;4300034.0;08/10/2025
cobasi;Pet Shop Cobasi POA Bollogna Mall;Avenida Coronel Marcos;;Porto Alegre;RS;Sul;91760-000;1389322.0;;;2608.0;4300034.0;08/10/2025
cobasi;Pet Shop Cobasi POA Central Parque;Avenida Ipiranga;;Porto Alegre;RS;Sul;91530-000;1389322.0;;;2608.0;4300034.0;08/10/2025
cobasi;Pet Shop Cobasi Palmas;Quadra ARNO 12 Alameda das Aroeiras;;Palmas;TO;Norte;77001-048;323625.0;;;1737.0;1700251.0;08/10/2025
cobasi;Pet Shop Cobasi Park Shopping Jacarepaguá;Park Shopping Jacarepaguá - Estr. de Jacarepaguá;;Rio de Janeiro;RJ;Sudeste;22753-045;6729894.0;;;2490.0;3300100.0;08/10/2025
cobasi;Pet Shop Cobasi Parque Olímpico;Avenida Embaixador Abelardo Bueno;;Rio de Janeiro;RJ;Sudeste;22775-040;6729894.0;;;2490.0;3300100.0;08/10/2025
cobasi;Pet Shop Cobasi Passo Fundo Shopping;Av. Presidente Vargas;;Passo Fundo;RS;Sul;99064-000;214564.0;;;2608.0;4300034.0;08/10/2025
cobasi;Pet Shop Cobasi Paulínia;Avenida Jose Paulino;;Paulinia;SP;Sudeste;13140-723;115690.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Pelotas;Av. Ferreira Viana;;Pelotas;RS;Sul;96085-000;336131.0;;;2608.0;4300034.0;08/10/2025
cobasi;Pet Shop Cobasi Pinhais;Rua Primeiro de Maio;;Pinhais;PR;Sul;83323-020;131199.0;;;2482.0;4100103.0;08/10/2025
cobasi;Pet Shop Cobasi Piracicaba;Avenida Limeira (ao lado do shopping);;Piracicaba;SP;Sudeste;13414-018;438827.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Piracicaba Independência;Avenida Independência;;Piracicaba;SP;Sudeste;13419-160;438827.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Poa Wenceslau Escobar;Avenida Wenceslau Escobar;;Porto Alegre;RS;Sul;91900-000;1389322.0;;;2608.0;4300034.0;08/10/2025
cobasi;Pet Shop Cobasi Pompéia;Rua Carlos Vicari;;São Paulo;SP;Sudeste;05033-070;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Ponta Grossa;Avenida Ernesto Vilela;;Ponta Grossa;PR;Sul;84070-000;372562.0;;;2482.0;4100103.0;08/10/2025
cobasi;Pet Shop Cobasi Ponta Grossa II;Rua Ermelino de Leao;;Ponta Grossa;PR;Sul;84035-000;372562.0;;;2482.0;4100103.0;08/10/2025
cobasi;Pet Shop Cobasi Portal do Morumbi;Av Dr Guilherme Dumont Vilares;;São Paulo;SP;Sudeste;05640-902;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Porto Alegre Iguatemi;Shopping Iguatemi - Av. João Wallig;;Porto Alegre;RS;Sul;91340-020;1389322.0;;;2608.0;4300034.0;08/10/2025
cobasi;Pet Shop Cobasi Porto Alegre Ipiranga;Avenida Ipiranga;;Porto Alegre;RS;Sul;90610-001;1389322.0;;;2608.0;4300034.0;08/10/2025
cobasi;Pet Shop Cobasi Praia Grande;Avenida Ayrton Senna da Silva;;Praia Grande;SP;Sudeste;11726-000;365577.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Praia Grande Ocian;Av. Presidente Kennedy;;Praia Grande;SP;Sudeste;11704-105;365577.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Praça da Árvore;Av Jabaquara;;São Paulo;SP;Sudeste;04046-000;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi RJ Norte Shopping;Avenida Dom Helder Camara;;Rio de Janeiro;RJ;Sudeste;20771-900;6729894.0;;;2490.0;3300100.0;08/10/2025
cobasi;Pet Shop Cobasi Raposo Tavares;Rod. Raposo Tavares;;São Paulo;SP;Sudeste;05576-000;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Rebouças;Av. Rebouças;;São Paulo;SP;Sudeste;05402-300;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Recife;Rua Padre Carapuceiro;;Recife;PE;Nordeste;50020-280;1587707.0;;;1453.0;2600054.0;08/10/2025
cobasi;Pet Shop Cobasi Ribeirão Dom Pedro I;Av. Dom Pedro I;;Ribeirão Preto;SP;Sudeste;14055-630;728400.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Ribeirão Preto II (loja Maurilio Biagi);Av. Maurílio Biagi;;Ribeirão Preto;SP;Sudeste;14020-750;728400.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Ribeirão Preto Iguatemi;Av. Luis Eduardo Toledo Prado (loja 2107);;Ribeirão Preto;SP;Sudeste;14027-250;728400.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Ribeirão Preto Presidente Vargas;Av. Presidente Vargas;;Ribeirão Preto;SP;Sudeste;14093-129;728400.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Ricardo Jafet;Avenida Dr. Ricardo Jafet;;São Paulo;SP;Sudeste;04123-030;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Rio das Pedras;Rua Jorge Ogushi;;São Paulo;SP;Sudeste;03471-000;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Rio de Janeiro Campo Grande;ParkShopping Campo Grande – Estrada do Monteiro;;Rio de Janeiro;RJ;Sudeste;23045-830;6729894.0;;;2490.0;3300100.0;08/10/2025
cobasi;Pet Shop Cobasi Rui Barbosa;Praça Rui Barbosa;;Curitiba;PR;Sul;80010-030;1829225.0;;;2482.0;4100103.0;08/10/2025
cobasi;Pet Shop Cobasi SBC Faria Lima;Avenida Brigadeiro Faria Lima;;São Bernardo do Campo;SP;Sudeste;09720-000;840499.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi SP Ipiranga;Avenida Doutor Ricardo Jafet;;São Paulo;SP;Sudeste;04123-030;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Sabará;R. Moacir Simões da Rocha;;São Paulo;SP;Sudeste;04674-150;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Salto;Avenida José Maria Marques de Oliveira;;Salto;SP;Sudeste;13327-300;140125.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Salvador Rio Vermelho;Av. Juracy Magalhães Júnior;;Salvador;BA;Nordeste;41940-060;2568928.0;;;1366.0;2900108.0;08/10/2025
cobasi;Pet Shop Cobasi Santa Bárbara d’Oeste Tivoli;Rua do Osmio;;Santa Bárbara d’Oeste;SP;;13456-625;;;;;;08/10/2025
cobasi;Pet Shop Cobasi Santana;R. Voluntários da Pátria;;São Paulo;SP;Sudeste;02402-200;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Santo André Av. dos Estados;Avenida dos Estados;;Santo André;SP;Sudeste;09290-520;778711.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Santo André P. Barreto;Praça Engenheiro Roldão dos Santos Ferreira;;Santo André;SP;Sudeste;09190-695;778711.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Santo André Prestes Maia;Praça Uirapuru;;Santo André;SP;Sudeste;09071-220;778711.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Santos Afonso Pena;Avenida Afonso Pena;;Santos;SP;Sudeste;11020-002;429567.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Santos Conselheiro Nébias;Avenida Conselheiro Nébias;;Santos;SP;Sudeste;;429567.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Santos Francisco Glicério;Avenida General Francisco Glicério;;Santos;SP;Sudeste;11065-400;429567.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Sena Madureira;Rua Sena Madureira;;São Paulo;SP;Sudeste;04021-001;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Shop. Estação Cuiabá;Av. Miguel Sutil;;Cuiabá;MT;Centro-Oeste;78040-365;682932.0;;;2276.0;5100102.0;08/10/2025
cobasi;Pet Shop Cobasi Shopping Aricanduva;Av. Aricanduva;;São Paulo;SP;Sudeste;03527-900;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Shopping Eldorado;Shopping Eldorado – Av. Rebouças;;São Paulo;SP;Sudeste;05402-600;11895578.0;;;2662.0;3500105.0;08/10/2025
